N,Direct,Barnes-Hut,FMM
50,0.029572248458862305,0.00040078163146972656,0.0002503395080566406
100,0.000690460205078125,0.0008587837219238281,0.000141143798828125
200,0.0015082359313964844,0.002319812774658203,0.00016450881958007812
500,0.017805814743041992,0.006431102752685547,0.0003600120544433594
1000,0.039621829986572266,0.01399087905883789,0.0013511180877685547
2000,0.1184840202331543,0.018466472625732422,0.005764961242675781
