step,particle_id,x,y,z,vx,vy,vz,mass
0,71,-0.0125932,-4.50403,6.12942,-0.0744146,-0.0766752,0.0976765,0.940763
0,72,-28.0028,9.2438,23.0638,0.0240373,-0.0282655,-0.0304356,0.688397
0,73,-9.75256,-17.7209,28.5863,0.0741284,-0.0719094,0.0710916,0.75597
0,74,-8.38067,-19.1607,10.2168,0.0906811,0.0971658,0.0316646,0.808598
0,75,17.235,-28.7883,16.8133,-0.0324827,0.0932921,0.0863366,0.69627
0,76,5.9639,-20.7635,26.056,-0.0244197,-0.0721401,0.0784265,0.312552
0,77,28.8219,-24.8267,-9.53221,-0.0811515,-0.0928075,0.0440136,0.896573
0,78,-21.4419,14.496,-29.0668,-0.0954464,0.0780781,0.0465285,0.566513
0,79,-26.3797,-3.87684,-28.3116,0.0820307,-0.0263317,0.0932465,0.572746
0,80,-19.3553,-17.4738,12.3457,0.0881821,-0.0793921,0.0902715,0.171023
0,81,-11.2468,-28.4816,-14.4568,0.0103888,-0.0674038,0.0605137,0.435572
0,82,8.9723,-16.3724,-6.24838,-0.0694251,0.084678,-0.00953704,0.50095
0,83,13.6766,-10.3503,-28.1704,0.0665797,-0.0441852,0.0281491,0.574126
0,84,25.5105,26.4123,5.9154,0.0632406,-0.0391212,0.0906371,0.787895
0,85,-17.5254,19.163,22.493,-0.0264639,0.0546634,-0.0488542,0.677356
0,86,-16.4556,19.6261,-4.52843,-0.0573719,0.0128084,0.0541599,0.25113
0,87,8.09759,-0.944756,-2.77385,-0.0948892,-0.0326404,-0.0917064,0.743741
0,88,-8.73909,27.9965,-24.9643,-0.0479039,0.0244116,0.0233586,0.973067
0,89,14.5363,-27.5967,-25.8922,-0.0643553,0.0373669,-0.058011,0.138505
0,90,-7.78298,6.58235,-19.5693,-0.0382761,0.0596064,-0.00736021,0.592868
0,91,21.0476,-15.9727,11.3213,0.0621466,0.0423175,-0.0521239,0.303007
0,92,8.39611,22.4932,-12.6327,-0.0658205,0.0830771,0.0168371,0.417637
0,93,-4.74058,5.18336,8.37635,-0.00606588,-0.0438681,0.0663475,0.538737
0,94,-2.33713,-11.7349,10.5144,0.0722056,0.070122,0.0258386,0.520888
0,95,-17.2454,-0.315882,7.9728,-0.0240795,-0.0178769,0.0420465,0.509699
0,96,-17.8443,-27.0125,-0.69545,0.0337639,0.037343,-0.0630555,0.136275
0,97,21.2405,-15.9095,12.3339,-0.032262,0.0914379,-0.0404065,0.97499
0,98,10.8274,-0.52999,-18.698,-0.0188239,0.0826441,-0.0995249,0.286113
0,99,-1.71395,-2.37956,-0.807234,0.0421502,0.0413353,-0.0420337,0.635949
1,0,-27.3569,-21.9022,-29.4256,0.0684672,-0.0525394,0.0872415,0.281893
1,1,25.9504,-29.7196,-26.834,-0.053923,-0.0413709,-0.00885498,0.363927
1,2,-27.6218,-23.8049,-0.930433,0.0796135,-0.0387431,0.0466956,0.817897
1,3,16.4578,-19.6109,-0.682166,0.0632668,-0.0831764,-0.0507913,0.277647
1,4,4.54938,-0.814413,27.213,-0.0679523,0.0231797,0.000100725,0.185517
1,5,-18.4664,-25.366,3.25867,0.100318,0.0455902,0.00887884,0.998101
1,6,-16.6227,18.659,0.853572,-0.0831694,0.0510796,-0.026273,0.427114
1,7,3.55288,16.4929,-13.2229,0.0795182,-0.00817216,0.0309858,0.517751
1,8,-14.9864,-28.5776,18.2748,0.0359021,-0.0151003,0.0726038,0.849194
1,9,4.75793,-14.7658,-20.317,-0.0779726,0.0839356,0.0956162,0.566699
1,10,-5.91898,-12.3721,19.5172,0.0381893,-0.0846429,0.0376803,0.235212
1,11,-24.2453,-17.5008,-22.5653,0.0393129,-0.0541285,-0.0474713,0.257555
1,12,0.243648,-15.3335,-24.639,0.044044,-0.0266223,-0.0599064,0.382056
1,13,-8.7173,-15.507,-2.43896,0.00436986,-0.00425106,0.0978104,0.177615
1,14,-16.498,9.98094,-20.8411,-0.0939561,0.0609479,0.0364505,0.182822
1,15,-16.3444,-5.11133,26.1815,-0.0116152,-0.00587013,-0.0871562,0.713215
1,16,-25.7884,-27.3049,22.4211,0.087268,0.00356006,0.00432925,0.663839
1,17,4.42115,21.3151,-15.8155,0.0900401,-0.0418239,-0.0415744,0.373561
1,18,7.19814,20.8902,-4.6171,-0.0192902,0.0689163,0.0914349,0.161703
1,19,-15.4971,2.15755,9.57548,0.0443208,-0.0429901,0.01961,0.977347
1,20,-13.6664,23.3308,-17.171,-0.0281878,0.0571338,-0.0792588,0.648928
1,21,8.38114,17.1089,-7.9944,-0.00679271,-0.0731174,0.0361218,0.475608
1,22,-20.36,10.5519,-8.58473,-0.025998,0.0909118,-0.0469849,0.911986
1,23,7.8477,-9.29637,8.61897,0.037093,0.0216525,-0.0234579,0.909641
1,24,-23.1488,9.49301,6.26317,-0.0042222,0.0935308,0.0639537,0.177189
1,25,1.88426,-24.7986,-18.5071,-0.0925117,-0.0449834,-0.0210222,0.782468
1,26,-5.99075,-5.4576,20.9726,-0.0184198,-0.0423546,-0.0432717,0.785775
1,27,-4.61837,-10.5368,-17.1071,-0.0792798,-0.0373358,0.0343122,0.816166
1,28,-20.7697,-27.876,-1.44179,-0.0669384,-0.0694834,-0.0983428,0.459335
1,29,10.1685,14.7642,-0.413776,0.0434282,-0.0799104,-0.0256976,0.21582
1,30,-0.29574,-5.27293,-11.4196,-0.0982365,-0.0332014,-0.0505187,0.550629
1,31,-4.91956,27.2343,-20.1918,-0.0306807,0.0719399,-0.0559119,0.132237
1,32,-25.4373,-8.86136,-11.019,0.0232563,0.0124565,0.0930082,0.706726
1,33,15.6441,-16.4324,-18.3769,0.00641689,-0.0571212,0.0637763,0.239022
1,34,23.645,27.6111,-18.174,-0.0959239,-0.0674968,-0.0199845,0.796553
1,35,-4.45491,19.5332,10.9798,-0.0267365,-0.078001,0.0577085,0.517803
1,36,-13.0617,-11.2016,6.07713,0.0398364,-0.0290103,0.0319664,0.630024
1,37,-21.6518,13.6161,-26.9065,-0.0669309,-0.0526329,-0.055176,0.497381
1,38,8.95335,-19.9172,-13.9511,-0.0469315,0.0537035,-0.000637474,0.751255
1,39,-16.6208,-13.5002,-18.6772,-0.0378668,0.0665267,-0.0934945,0.33091
1,40,-6.37203,6.48418,-14.0331,0.0498252,0.0872619,0.0379633,0.974642
1,41,21.1787,29.9361,-21.7676,0.0805876,0.0864495,-0.0927764,0.822148
1,42,-18.9885,-1.79658,-0.699741,0.0257934,-0.0983711,0.0530436,0.130147
1,43,-23.147,23.2797,-19.9851,-0.0710352,0.0479011,-0.00989482,0.356156
1,44,22.8387,3.92634,-19.4284,0.0537125,-0.032438,0.0275505,0.462929
1,45,6.74523,19.033,12.9753,-0.0289015,0.0834506,-0.0535371,0.19053
1,46,26.8419,-22.0175,-26.5893,-0.0868334,-0.0840399,0.0776731,0.364652
1,47,7.52376,-22.652,20.8175,0.0405147,-0.0190153,-0.0633908,0.249203
1,48,15.8592,-17.5269,-8.88087,0.0812033,-0.0562853,-0.0507815,0.163188
1,49,13.9071,27.9353,11.1167,0.00344331,0.0403177,-0.0226285,0.813118
1,50,-19.0755,14.1088,-5.61905,-0.0339837,0.0239176,0.0795441,0.501986
1,51,12.1896,-11.1674,-24.297,-0.024943,0.0690447,0.092719,0.963454
1,52,-23.8096,-16.8647,11.4452,0.00915503,-0.0165108,0.0995049,0.868806
1,53,-18.3788,-22.1109,4.10557,-0.0800309,-0.100764,-0.0898513,0.763991
1,54,10.5959,-22.3169,-19.5604,-0.0459028,-0.034494,-0.0610914,0.267315
1,55,-27.945,-9.53053,23.8858,-0.0168732,0.0974778,-0.0299712,0.479625
1,56,4.00397,-19.4936,-13.275,-0.0509374,-0.0899342,0.0709161,0.737063
1,57,-7.55194,-20.8132,-28.3366,0.0319789,0.0297701,-0.0774405,0.375031
1,58,-5.97021,-8.5008,23.9235,-0.074188,-0.0478109,0.0783626,0.104139
1,59,-14.1997,-29.1166,0.308372,-0.0839507,-0.037855,0.0470526,0.759846
1,60,12.0577,-16.5844,11.4306,0.0575704,0.0158009,-0.0376235,0.170705
1,61,-11.5129,-21.3873,-21.6806,-0.0219243,0.0954255,0.0419139,0.744756
1,62,9.12133,-27.7758,27.9916,-0.0631965,-0.0517463,0.0647804,0.372991
1,63,-19.8201,-20.4022,-25.1303,-0.098143,0.00864421,0.0188051,0.616727
1,64,15.6415,-7.85152,-23.4175,0.0132134,-0.0990969,0.0698151,0.114103
1,65,-7.58227,-20.1419,-1.51539,-0.0195958,-0.0248052,-0.0552314,0.465519
1,66,1.39567,10.5692,-3.19449,-0.0139074,0.0430118,-0.0814287,0.980898
1,67,-4.50438,-14.9353,-10.7723,-0.00470324,-0.0286588,-0.0412025,0.756317
1,68,-22.842,-20.5282,-18.9762,0.0186985,-0.0809658,-0.0270557,0.98657
1,69,-16.4419,-12.4242,-19.4574,0.00498261,-0.0651554,-0.0596806,0.225793
1,70,11.9528,15.6124,-8.81929,-0.03852,-0.0363318,0.0313654,0.207583
1,71,-0.0140836,-4.50557,6.13137,-0.0746295,-0.0768712,0.0972669,0.940763
1,72,-28.0023,9.24323,23.0632,0.0244117,-0.028492,-0.0307694,0.688397
1,73,-9.75108,-17.7224,28.5877,0.0741539,-0.0716903,0.0704189,0.75597
1,74,-8.37886,-19.1588,10.2174,0.0905186,0.0975979,0.0312159,0.808598
1,75,17.2344,-28.7864,16.8151,-0.0328141,0.0937167,0.0860783,0.69627
1,76,5.96341,-20.7649,26.0575,-0.0245769,-0.0720583,0.0778095,0.312552
1,77,28.8203,-24.8286,-9.53133,-0.0816455,-0.09256,0.04403,0.896573
1,78,-21.4438,14.4975,-29.0658,-0.0952991,0.0771876,0.0486607,0.566513
1,79,-26.378,-3.87737,-28.3098,0.0824509,-0.026437,0.0937026,0.572746
1,80,-19.3535,-17.4753,12.3475,0.087951,-0.0792564,0.0895411,0.171023
1,81,-11.2466,-28.483,-14.4556,0.0105077,-0.0666149,0.0607082,0.435572
1,82,8.9709,-16.3707,-6.24857,-0.0699305,0.0848399,-0.00989136,0.50095
1,83,13.6779,-10.3512,-28.1699,0.0658242,-0.0444235,0.0297772,0.574126
1,84,25.5118,26.4116,5.91721,0.0628687,-0.0393637,0.0905239,0.787895
1,85,-17.5259,19.1641,22.492,-0.0263325,0.0542846,-0.0492027,0.677356
1,86,-16.4567,19.6264,-4.52735,-0.0572194,0.0119461,0.0542292,0.25113
1,87,8.09569,-0.945411,-2.77569,-0.0955493,-0.0328584,-0.0917291,0.743741
1,88,-8.74005,27.997,-24.9639,-0.0478682,0.0239116,0.0237874,0.973067
1,89,14.535,-27.596,-25.8933,-0.0646754,0.0378883,-0.0575461,0.138505
1,90,-7.78374,6.58354,-19.5695,-0.0380925,0.0593766,-0.00634749,0.592868
1,91,21.0489,-15.9719,11.3205,0.0649735,0.0435315,-0.0344554,0.303007
1,92,8.39479,22.4948,-12.6324,-0.0663123,0.0822848,0.0169636,0.417637
1,93,-4.7407,5.18247,8.37768,-0.00614883,-0.0443931,0.065912,0.538737
1,94,-2.33569,-11.7335,10.5149,0.0720087,0.0703496,0.0253552,0.520888
1,95,-17.2459,-0.316231,7.97364,-0.022798,-0.0169867,0.0425397,0.509699
1,96,-17.8436,-27.0118,-0.6967,0.0336181,0.0379281,-0.0619297,0.136275
1,97,21.2398,-15.9076,12.333,-0.0338766,0.0911617,-0.0462548,0.97499
1,98,10.827,-0.528341,-18.7,-0.0192393,0.0823023,-0.0991909,0.286113
1,99,-1.71311,-2.37873,-0.808073,0.0421878,0.0410931,-0.0418975,0.635949
2,0,-27.3556,-21.9032,-29.4238,0.0690422,-0.0522431,0.0878749,0.281893
2,1,25.9493,-29.7204,-26.8342,-0.0542586,-0.0409723,-0.00858263,0.363927
2,2,-27.6202,-23.8057,-0.929498,0.080593,-0.0384947,0.0468275,0.817897
2,3,16.4591,-19.6126,-0.683183,0.0627064,-0.0828291,-0.0509509,0.277647
2,4,4.54801,-0.813951,27.213,-0.0682361,0.0229778,-0.000464135,0.185517
2,5,-18.4644,-25.3651,3.25885,0.10075,0.0470923,0.00864615,0.998101
2,6,-16.6244,18.6601,0.853042,-0.0829254,0.0504834,-0.0267093,0.427114
2,7,3.55447,16.4927,-13.2223,0.0795274,-0.00834465,0.03131,0.517751
2,8,-14.9857,-28.5779,18.2763,0.0359625,-0.0145314,0.0721168,0.849194
2,9,4.75637,-14.7641,-20.3151,-0.0782176,0.0838942,0.0961848,0.566699
2,10,-5.91822,-12.3738,19.518,0.0380821,-0.0843102,0.0371152,0.235212
2,11,-24.2445,-17.5019,-22.5663,0.0403567,-0.0545936,-0.0466328,0.257555
2,12,0.24453,-15.334,-24.6402,0.0441535,-0.0265072,-0.058885,0.382056
2,13,-8.71722,-15.5071,-2.43701,0.00454352,-0.0044156,0.0978769,0.177615
2,14,-16.4999,9.98216,-20.8403,-0.0936416,0.0607762,0.0368248,0.182822
2,15,-16.3446,-5.11145,26.1797,-0.0113557,-0.00602767,-0.0877904,0.713215
2,16,-25.7867,-27.3048,22.4212,0.0877074,0.00390217,0.00386782,0.663839
2,17,4.42295,21.3143,-15.8163,0.0900614,-0.0425237,-0.0409339,0.373561
2,18,7.19775,20.8915,-4.61527,-0.0194418,0.0680504,0.0909858,0.161703
2,19,-15.4962,2.15668,9.57586,0.0442643,-0.0439242,0.0188879,0.977347
2,20,-13.667,23.3319,-17.1725,-0.0279876,0.0566508,-0.079178,0.648928
2,21,8.381,17.1074,-7.99368,-0.00709721,-0.0735047,0.0359988,0.475608
2,22,-20.3605,10.5537,-8.58566,-0.0253794,0.0909475,-0.046664,0.911986
2,23,7.84844,-9.29593,8.61849,0.0365001,0.0216999,-0.0238507,0.909641
2,24,-23.1489,9.49487,6.26445,-0.00362483,0.093121,0.0637457,0.177189
2,25,1.88241,-24.7995,-18.5075,-0.0925244,-0.0440448,-0.0205202,0.782468
2,26,-5.99112,-5.45845,20.9717,-0.0185338,-0.0426789,-0.0438485,0.785775
2,27,-4.61996,-10.5375,-17.1064,-0.0790921,-0.0375531,0.0348984,0.816166
2,28,-20.771,-27.8774,-1.44375,-0.0659267,-0.0684262,-0.0975887,0.459335
2,29,10.1694,14.7626,-0.414294,0.0428941,-0.0802448,-0.0260981,0.21582
2,30,-0.297706,-5.2736,-11.4206,-0.0984411,-0.0334975,-0.0503471,0.550629
2,31,-4.92018,27.2357,-20.193,-0.0310247,0.0714301,-0.0559853,0.132237
2,32,-25.4368,-8.86112,-11.0171,0.023897,0.012323,0.0931121,0.706726
2,33,15.6442,-16.4336,-18.3756,0.00551256,-0.0569274,0.0639603,0.239022
2,34,23.6431,27.6097,-18.1744,-0.0965635,-0.0674687,-0.0203177,0.796553
2,35,-4.45545,19.5316,10.9809,-0.0267334,-0.0785043,0.0573626,0.517803
2,36,-13.0609,-11.2022,6.07776,0.0401297,-0.0291274,0.0318166,0.630024
2,37,-21.6532,13.615,-26.9076,-0.0663909,-0.0520714,-0.0566081,0.497381
2,38,8.9524,-19.9161,-13.9511,-0.0479512,0.0542111,-0.000595718,0.751255
2,39,-16.6215,-13.4989,-18.6791,-0.0372338,0.0683103,-0.0946424,0.33091
2,40,-6.37103,6.48592,-14.0324,0.0498269,0.0869911,0.0379919,0.974642
2,41,21.1803,29.9378,-21.7695,0.0806507,0.0858487,-0.0921231,0.822148
2,42,-18.988,-1.79854,-0.698679,0.0263488,-0.0985209,0.0531698,0.130147
2,43,-23.1484,23.2806,-19.9853,-0.0705447,0.0474312,-0.00971304,0.356156
2,44,22.8398,3.92569,-19.4279,0.0531952,-0.0326142,0.0277711,0.462929
2,45,6.74465,19.0347,12.9742,-0.0290927,0.0831515,-0.0539388,0.19053
2,46,26.8402,-22.0192,-26.5878,-0.087298,-0.0839564,0.077984,0.364652
2,47,7.52457,-22.6524,20.8162,0.0402746,-0.0187004,-0.063648,0.249203
2,48,15.8608,-17.528,-8.88188,0.0803409,-0.0561003,-0.0508496,0.163188
2,49,13.9072,27.9361,11.1162,0.00329068,0.0399446,-0.0228851,0.813118
2,50,-19.0762,14.1092,-5.61746,-0.0336917,0.0231117,0.0791364,0.501986
2,51,12.1891,-11.166,-24.2951,-0.0251782,0.0690958,0.0928035,0.963454
2,52,-23.8094,-16.865,11.4472,0.00997515,-0.0165335,0.0991089,0.868806
2,53,-18.3804,-22.113,4.10377,-0.0797212,-0.102219,-0.0905024,0.763991
2,54,10.595,-22.3176,-19.5617,-0.0465947,-0.0337269,-0.0603994,0.267315
2,55,-27.9453,-9.52858,23.8852,-0.0163701,0.0974568,-0.0304131,0.479625
2,56,4.00295,-19.4954,-13.2736,-0.0507264,-0.0895319,0.0707586,0.737063
2,57,-7.5513,-20.8126,-28.3381,0.0319619,0.0300969,-0.0765114,0.375031
2,58,-5.9717,-8.50176,23.9251,-0.074342,-0.0473869,0.0770622,0.104139
2,59,-14.2014,-29.1174,0.309314,-0.0844735,-0.0366635,0.0472162,0.759846
2,60,12.0588,-16.5841,11.4299,0.0572822,0.0161417,-0.0379786,0.170705
2,61,-11.5134,-21.3854,-21.6797,-0.0218417,0.0958913,0.0423828,0.744756
2,62,9.12007,-27.7768,27.9929,-0.0634127,-0.0513633,0.0642852,0.372991
2,63,-19.8221,-20.4021,-25.1299,-0.0979309,0.0089994,0.0197778,0.616727
2,64,15.6418,-7.85351,-23.4161,0.0120201,-0.0998954,0.0698742,0.114103
2,65,-7.58267,-20.1424,-1.51649,-0.0197868,-0.0242871,-0.0552473,0.465519
2,66,1.3954,10.57,-3.19612,-0.0140344,0.0426062,-0.0815907,0.980898
2,67,-4.50447,-14.9358,-10.7731,-0.00455715,-0.0283996,-0.0412793,0.756317
2,68,-22.8416,-20.5298,-18.9768,0.0193379,-0.0804918,-0.0270899,0.98657
2,69,-16.4418,-12.4256,-19.4585,0.00480353,-0.0683479,-0.057153,0.225793
2,70,11.9521,15.6116,-8.81866,-0.0396551,-0.0363444,0.0315302,0.207583
2,71,-0.0155784,-4.50711,6.13331,-0.0748443,-0.0770672,0.0968576,0.940763
2,72,-28.0019,9.24266,23.0625,0.0247861,-0.0287186,-0.0311032,0.688397
2,73,-9.7496,-17.7238,28.5891,0.0741795,-0.0714712,0.0697462,0.75597
2,74,-8.37705,-19.1568,10.218,0.0903561,0.0980302,0.0307672,0.808598
2,75,17.2337,-28.7845,16.8168,-0.0331456,0.0941413,0.0858201,0.69627
2,76,5.96292,-20.7663,26.0591,-0.0247341,-0.0719764,0.0771926,0.312552
2,77,28.8186,-24.8304,-9.53045,-0.0821394,-0.0923126,0.0440464,0.896573
2,78,-21.4457,14.4991,-29.0648,-0.0951515,0.0762942,0.0507935,0.566513
2,79,-26.3764,-3.8779,-28.3079,0.0828711,-0.0265423,0.0941588,0.572746
2,80,-19.3517,-17.4769,12.3493,0.0877203,-0.0791205,0.088811,0.171023
2,81,-11.2464,-28.4843,-14.4544,0.0106266,-0.0658261,0.0609028,0.435572
2,82,8.9695,-16.369,-6.24877,-0.0704361,0.0850016,-0.0102456,0.50095
2,83,13.6792,-10.3521,-28.1693,0.0650686,-0.044661,0.0314046,0.574126
2,84,25.513,26.4108,5.91902,0.0624968,-0.0396063,0.0904107,0.787895
2,85,-17.5264,19.1652,22.491,-0.0262012,0.0539058,-0.0495512,0.677356
2,86,-16.4579,19.6266,-4.52626,-0.057067,0.0110836,0.0542987,0.25113
2,87,8.09377,-0.94607,-2.77752,-0.0962094,-0.0330765,-0.0917518,0.743741
2,88,-8.741,27.9975,-24.9634,-0.0478325,0.0234116,0.0242161,0.973067
2,89,14.5337,-27.5952,-25.8945,-0.0649955,0.0384096,-0.0570811,0.138505
2,90,-7.7845,6.58473,-19.5696,-0.0379088,0.0591469,-0.00533509,0.592868
2,91,21.0502,-15.971,11.32,0.0677707,0.0447642,-0.016763,0.303007
2,92,8.39346,22.4965,-12.6321,-0.066804,0.0814923,0.0170897,0.417637
2,93,-4.74082,5.18158,8.37899,-0.00623185,-0.0449182,0.0654766,0.538737
2,94,-2.33425,-11.7321,10.5154,0.0718118,0.0705774,0.0248717,0.520888
2,95,-17.2463,-0.316562,7.9745,-0.0215158,-0.0160969,0.0430325,0.509699
2,96,-17.8429,-27.011,-0.697927,0.033474,0.0385124,-0.0608033,0.136275
2,97,21.2392,-15.9058,12.332,-0.0354821,0.0908797,-0.0521105,0.97499
2,98,10.8266,-0.526698,-18.702,-0.0196546,0.0819605,-0.0988569,0.286113
2,99,-1.71226,-2.37791,-0.80891,0.0422253,0.0408509,-0.0417615,0.635949
3,0,-27.3542,-21.9043,-29.4221,0.0696173,-0.0519467,0.0885084,0.281893
3,1,25.9483,-29.7213,-26.8343,-0.0545942,-0.0405737,-0.00831024,0.363927
3,2,-27.6186,-23.8065,-0.92856,0.0815726,-0.0382464,0.0469593,0.817897
3,3,16.4604,-19.6143,-0.684204,0.062146,-0.0824817,-0.0511104,0.277647
3,4,4.54665,-0.813494,27.213,-0.0685199,0.0227759,-0.00102901,0.185517
3,5,-18.4624,-25.3641,3.25902,0.101182,0.0485971,0.008414,0.998101
3,6,-16.626,18.6611,0.852503,-0.0826813,0.0498872,-0.0271457,0.427114
3,7,3.55606,16.4925,-13.2217,0.0795365,-0.00851719,0.0316343,0.517751
3,8,-14.985,-28.5782,18.2777,0.0360229,-0.0139626,0.0716298,0.849194
3,9,4.7548,-14.7624,-20.3132,-0.0784626,0.0838526,0.0967533,0.566699
