step,particle_id,name,x,y,z,vx,vy,vz
90,3,Earth,-3.57012e+10,-1.47631e+11,6.93497e+06,28356.9,-6674.84,1.59235
90,4,Mars,-1.81585e+11,1.04293e+11,6.55454e+09,-5669.91,-26570.6,-472.591
90,5,Jupiter,5.45613e+11,-5.43099e+11,-1.24167e+10,7357.7,10678.3,-175.576
90,6,Saturn,1.3186e+12,5.14534e+11,-4.42274e+10,-4192.33,8228.27,141.406
90,7,Uranus,2.82275e+12,-1.07919e+12,-5.07125e+10,2286.36,5695.85,-78.185
90,8,Neptune,4.39165e+12,8.49778e+11,-8.72272e+10,-1078.33,5142.56,118.444
91,0,Sun,-7.57429e+08,1.74052e+08,5.21076e+06,-6.16628,-16.8954,0.205891
91,1,Mercury,-1.78988e+10,6.75312e+10,2.52027e+09,-39402.4,-6150.37,3345.32
91,2,Venus,2.11759e+10,1.02233e+11,1.37378e+09,-35144.9,7254.23,2159.95
91,3,Earth,-3.32462e+10,-1.48186e+11,7.07229e+06,28467.2,-6190.16,1.58602
91,4,Mars,-1.82065e+11,1.01992e+11,6.51335e+09,-5440.5,-26701,-480.863
91,5,Jupiter,5.46248e+11,-5.42175e+11,-1.24318e+10,7330.29,10705.6,-174.953
91,6,Saturn,1.31824e+12,5.15245e+11,-4.42152e+10,-4202.97,8224.11,141.763
91,7,Uranus,2.82295e+12,-1.07869e+12,-5.07192e+10,2284.01,5696.75,-78.1428
91,8,Neptune,4.39155e+12,8.50222e+11,-8.7217e+10,-1079.46,5142.34,118.467
92,0,Sun,-7.57961e+08,1.72592e+08,5.22854e+06,-6.15156,-16.9063,0.205594
92,1,Mercury,-2.12779e+10,6.69007e+10,2.8056e+09,-38765.3,-8420.04,3255.38
92,2,Venus,1.81298e+10,1.02815e+11,1.5598e+09,-35350.7,6222.44,2145.21
92,3,Earth,-3.0782e+10,-1.487e+11,7.20904e+06,28569.6,-5703.68,1.57929
92,4,Mars,-1.82526e+11,9.96793e+10,6.47144e+09,-5208.1,-26829.9,-489.167
92,5,Jupiter,5.4688e+11,-5.41249e+11,-1.24469e+10,7302.83,10732.7,-174.328
92,6,Saturn,1.31788e+12,5.15955e+11,-4.42029e+10,-4213.62,8219.95,142.12
92,7,Uranus,2.82315e+12,-1.0782e+12,-5.0726e+10,2281.67,5697.65,-78.1007
92,8,Neptune,4.39146e+12,8.50666e+11,-8.72067e+10,-1080.58,5142.13,118.489
93,0,Sun,-7.58492e+08,1.71131e+08,5.24629e+06,-6.13688,-16.9172,0.205302
93,1,Mercury,-2.45974e+10,6.60763e+10,3.0828e+09,-38024.4,-10636.3,3157.19
93,2,Venus,1.50673e+10,1.03308e+11,1.74447e+09,-35525.7,5184.63,2128.6
93,3,Earth,-2.83094e+10,-1.49172e+11,7.34519e+06,28663.8,-5215.54,1.57217
93,4,Mars,-1.82965e+11,9.73557e+10,6.42882e+09,-4972.69,-26957.1,-497.504
93,5,Jupiter,5.4751e+11,-5.40321e+11,-1.24619e+10,7275.31,10759.9,-173.703
93,6,Saturn,1.31751e+12,5.16665e+11,-4.41906e+10,-4224.26,8215.78,142.477
93,7,Uranus,2.82335e+12,-1.07771e+12,-5.07327e+10,2279.32,5698.54,-78.0586
93,8,Neptune,4.39137e+12,8.51111e+11,-8.71965e+10,-1081.71,5141.91,118.511
94,0,Sun,-7.59022e+08,1.69669e+08,5.26402e+06,-6.12224,-16.9281,0.205016
94,1,Mercury,-2.78485e+10,6.50627e+10,3.35116e+09,-37183.4,-12797.1,3051.1
94,2,Venus,1.1991e+10,1.03711e+11,1.92762e+09,-35669.9,4141.74,2110.13
94,3,Earth,-2.58289e+10,-1.49602e+11,7.48071e+06,28750,-4725.85,1.56466
94,4,Mars,-1.83385e+11,9.50211e+10,6.38547e+09,-4734.25,-27082.6,-505.872
94,5,Jupiter,5.48137e+11,-5.3939e+11,-1.24769e+10,7247.74,10787.1,-173.076
94,6,Saturn,1.31715e+12,5.17375e+11,-4.41783e+10,-4234.9,8211.6,142.833
94,7,Uranus,2.82354e+12,-1.07722e+12,-5.07395e+10,2276.97,5699.44,-78.0164
94,8,Neptune,4.39127e+12,8.51555e+11,-8.71862e+10,-1082.83,5141.69,118.534
95,0,Sun,-7.5955e+08,1.68206e+08,5.28172e+06,-6.10765,-16.939,0.204735
95,1,Mercury,-3.10227e+10,6.38649e+10,3.61003e+09,-36245.4,-14900.8,2937.42
95,2,Venus,8.90354e+09,1.04024e+11,2.1091e+09,-35783,3094.73,2089.8
95,3,Earth,-2.33414e+10,-1.49989e+11,7.61556e+06,28828.1,-4234.75,1.55676
95,4,Mars,-1.83784e+11,9.26758e+10,6.34141e+09,-4492.76,-27206.3,-514.269
95,5,Jupiter,5.48762e+11,-5.38457e+11,-1.24918e+10,7220.12,10814.2,-172.448
95,6,Saturn,1.31678e+12,5.18084e+11,-4.41659e+10,-4245.54,8207.42,143.19
95,7,Uranus,2.82374e+12,-1.07672e+12,-5.07462e+10,2274.63,5700.33,-77.9743
95,8,Neptune,4.39118e+12,8.51999e+11,-8.7176e+10,-1083.96,5141.47,118.556
96,0,Sun,-7.60077e+08,1.66742e+08,5.29939e+06,-6.0931,-16.9499,0.20446
96,1,Mercury,-3.41117e+10,6.24879e+10,3.85875e+09,-35213.5,-16945.3,2816.43
96,2,Venus,5.80768e+09,1.04246e+11,2.28874e+09,-35865,2044.55,2067.64
96,3,Earth,-2.08474e+10,-1.50333e+11,7.74972e+06,28898,-3742.35,1.54847
96,4,Mars,-1.84161e+11,9.03199e+10,6.29661e+09,-4248.23,-27328.2,-522.696
96,5,Jupiter,5.49385e+11,-5.37521e+11,-1.25067e+10,7192.44,10841.3,-171.818
96,6,Saturn,1.31641e+12,5.18793e+11,-4.41536e+10,-4256.17,8203.23,143.547
96,7,Uranus,2.82394e+12,-1.07623e+12,-5.0753e+10,2272.28,5701.23,-77.9321
96,8,Neptune,4.39109e+12,8.52443e+11,-8.71658e+10,-1085.08,5141.25,118.578
97,0,Sun,-7.60603e+08,1.65277e+08,5.31705e+06,-6.07859,-16.9608,0.204189
97,1,Mercury,-3.71076e+10,6.09368e+10,4.09671e+09,-34090.4,-18929,2688.42
97,2,Venus,2.70607e+09,1.04377e+11,2.46639e+09,-35915.7,992.161,2043.67
97,3,Earth,-1.83478e+10,-1.50635e+11,7.88314e+06,28959.7,-3248.78,1.53979
97,4,Mars,-1.84518e+11,8.79535e+10,6.25108e+09,-4000.62,-27448.2,-531.151
97,5,Jupiter,5.50005e+11,-5.36583e+11,-1.25215e+10,7164.71,10868.3,-171.188
97,6,Saturn,1.31605e+12,5.19502e+11,-4.41411e+10,-4266.81,8199.04,143.903
97,7,Uranus,2.82413e+12,-1.07574e+12,-5.07597e+10,2269.93,5702.12,-77.8899
97,8,Neptune,4.39099e+12,8.52888e+11,-8.71555e+10,-1086.21,5141.04,118.601
98,0,Sun,-7.61127e+08,1.63811e+08,5.33468e+06,-6.06413,-16.9716,0.203923
98,1,Mercury,-4.00026e+10,5.92169e+10,4.32331e+09,-32878.7,-20850,2553.61
98,2,Venus,-3.98551e+08,1.04418e+11,2.64189e+09,-35935,-61.4663,2017.9
98,3,Earth,-1.58432e+10,-1.50895e+11,8.01579e+06,29013.2,-2754.18,1.53073
98,4,Mars,-1.84852e+11,8.55768e+10,6.20483e+09,-3623.84,-27624.8,-543.878
98,5,Jupiter,5.50623e+11,-5.35643e+11,-1.25363e+10,7136.93,10895.4,-170.556
98,6,Saturn,1.31568e+12,5.2021e+11,-4.41287e+10,-4277.44,8194.83,144.26
98,7,Uranus,2.82433e+12,-1.07525e+12,-5.07664e+10,2267.59,5703.02,-77.8478
98,8,Neptune,4.3909e+12,8.53332e+11,-8.71453e+10,-1087.33,5140.82,118.623
99,0,Sun,-7.61651e+08,1.62344e+08,5.35229e+06,-6.0497,-16.9825,0.203662
99,1,Mercury,-4.27891e+10,5.73339e+10,4.53797e+09,-31580.6,-22706.6,2412.24
99,2,Venus,-3.50349e+09,1.04367e+11,2.81508e+09,-35923,-1115.36,1990.37
99,3,Earth,-1.33343e+10,-1.51111e+11,8.14765e+06,29058.6,-2258.67,1.52129
99,4,Mars,-1.85144e+11,8.31799e+10,6.1571e+09,-3243.93,-27799.3,-556.632
99,5,Jupiter,5.51238e+11,-5.347e+11,-1.2551e+10,7109.09,10922.4,-169.923
99,6,Saturn,1.31531e+12,5.20918e+11,-4.41162e+10,-4288.08,8190.63,144.616
99,7,Uranus,2.82452e+12,-1.07475e+12,-5.07731e+10,2265.24,5703.91,-77.8056
99,8,Neptune,4.3908e+12,8.53776e+11,-8.7135e+10,-1088.46,5140.6,118.645
100,0,Sun,-7.62173e+08,1.60876e+08,5.36987e+06,-6.03532,-16.9934,0.203406
100,1,Mercury,-4.54597e+10,5.52932e+10,4.74014e+09,-30198.2,-24496.8,2264.52
100,2,Venus,-6.60604e+09,1.04225e+11,2.98582e+09,-35879.5,-2168.56,1961.09
100,3,Earth,-1.08219e+10,-1.51285e+11,8.27867e+06,29095.7,-1762.38,1.51146
100,4,Mars,-1.85413e+11,8.07731e+10,6.10864e+09,-2986.98,-27913.2,-565.165
100,5,Jupiter,5.51851e+11,-5.33756e+11,-1.25656e+10,7081.19,10949.4,-169.288
100,6,Saturn,1.31494e+12,5.21625e+11,-4.41037e+10,-4298.71,8186.41,144.973
100,7,Uranus,2.82472e+12,-1.07426e+12,-5.07799e+10,2262.89,5704.8,-77.7634
100,8,Neptune,4.39071e+12,8.5422e+11,-8.71248e+10,-1089.58,5140.38,118.668
101,0,Sun,-7.62694e+08,1.59407e+08,5.38743e+06,-6.02098,-17.0042,0.203154
101,1,Mercury,-4.80073e+10,5.31008e+10,4.92928e+09,-28733.4,-26218.5,2110.64
101,2,Venus,-9.70348e+09,1.03992e+11,3.15396e+09,-35804.7,-3220.09,1930.09
101,3,Earth,-8.30656e+09,-1.51416e+11,8.40883e+06,29124.6,-1265.43,1.50126
101,4,Mars,-1.8566e+11,7.83565e+10,6.05944e+09,-2726.86,-28025,-573.722
101,5,Jupiter,5.52462e+11,-5.32808e+11,-1.25802e+10,7053.25,10976.3,-168.652
101,6,Saturn,1.31456e+12,5.22332e+11,-4.40912e+10,-4309.34,8182.19,145.329
101,7,Uranus,2.82491e+12,-1.07377e+12,-5.07866e+10,2260.54,5705.69,-77.7212
101,8,Neptune,4.39062e+12,8.54664e+11,-8.71145e+10,-1090.71,5140.16,118.69
102,0,Sun,-7.63213e+08,1.57938e+08,5.40498e+06,-6.00667,-17.0151,0.202907
102,1,Mercury,-5.04248e+10,5.07627e+10,5.10486e+09,-27188,-27869.8,1950.79
102,2,Venus,-1.27931e+10,1.03668e+11,3.31934e+09,-35698.6,-4268.98,1897.4
102,3,Earth,-5.78913e+09,-1.51504e+11,8.53809e+06,29145.2,-767.963,1.49068
102,4,Mars,-1.85884e+11,7.59304e+10,6.0095e+09,-2463.56,-28134.5,-582.302
102,5,Jupiter,5.5307e+11,-5.31859e+11,-1.25948e+10,7025.24,11003.3,-168.015
102,6,Saturn,1.31419e+12,5.23039e+11,-4.40786e+10,-4319.97,8177.96,145.686
102,7,Uranus,2.82511e+12,-1.07328e+12,-5.07933e+10,2258.2,5706.59,-77.6791
102,8,Neptune,4.39052e+12,8.55108e+11,-8.71043e+10,-1091.83,5139.94,118.712
103,0,Sun,-7.63732e+08,1.56467e+08,5.4225e+06,-5.99241,-17.026,0.202664
103,1,Mercury,-5.27054e+10,4.82849e+10,5.26638e+09,-25563.5,-29448.3,1785.14
103,2,Venus,-1.58722e+10,1.03254e+11,3.48183e+09,-35561.3,-5314.27,1863.04
103,3,Earth,-3.27027e+09,-1.51549e+11,8.66642e+06,29157.6,-270.097,1.47973
103,4,Mars,-1.86086e+11,7.34949e+10,5.95882e+09,-2197.08,-28241.8,-590.903
103,5,Jupiter,5.53676e+11,-5.30907e+11,-1.26093e+10,6997.18,11030.2,-167.377
103,6,Saturn,1.31382e+12,5.23745e+11,-4.4066e+10,-4330.6,8173.73,146.042
103,7,Uranus,2.8253e+12,-1.07278e+12,-5.08e+10,2255.85,5707.48,-77.6369
103,8,Neptune,4.39043e+12,8.55552e+11,-8.7094e+10,-1092.96,5139.72,118.735
104,0,Sun,-7.64249e+08,1.54996e+08,5.44e+06,-5.97819,-17.0369,0.202426
104,1,Mercury,-5.48422e+10,4.5674e+10,5.41333e+09,-23861.4,-30951.6,1613.86
104,2,Venus,-1.89381e+10,1.0275e+11,3.64128e+09,-35392.9,-6354.98,1827.06
104,3,Earth,-7.5069e+08,-1.5155e+11,8.79379e+06,29161.7,228.035,1.4684
104,4,Mars,-1.86264e+11,7.10502e+10,5.90739e+09,-1927.41,-28346.7,-599.524
104,5,Jupiter,5.54279e+11,-5.29953e+11,-1.26237e+10,6969.07,11057.1,-166.737
104,6,Saturn,1.31344e+12,5.24451e+11,-4.40533e+10,-4341.23,8169.49,146.399
104,7,Uranus,2.8255e+12,-1.07229e+12,-5.08067e+10,2253.5,5708.37,-77.5947
104,8,Neptune,4.39033e+12,8.55996e+11,-8.70837e+10,-1094.08,5139.5,118.757
105,0,Sun,-7.64765e+08,1.53523e+08,5.45748e+06,-5.964,-17.0479,0.202192
105,1,Mercury,-5.68286e+10,4.29365e+10,5.54525e+09,-22083.1,-32377,1437.11
105,2,Venus,-2.19881e+10,1.02156e+11,3.79755e+09,-35193.6,-7390.17,1789.48
105,3,Earth,1.76888e+09,-1.51509e+11,8.92016e+06,29157.6,726.304,1.45671
105,4,Mars,-1.86419e+11,6.85966e+10,5.85522e+09,-1654.56,-28449.1,-608.163
105,5,Jupiter,5.5488e+11,-5.28996e+11,-1.26381e+10,6940.9,11084,-166.096
105,6,Saturn,1.31307e+12,5.25157e+11,-4.40407e+10,-4351.86,8165.24,146.755
105,7,Uranus,2.82569e+12,-1.0718e+12,-5.08134e+10,2251.15,5709.26,-77.5525
105,8,Neptune,4.39024e+12,8.5644e+11,-8.70735e+10,-1095.21,5139.28,118.779
106,0,Sun,-7.65279e+08,1.5205e+08,5.47494e+06,-5.94986,-17.0588,0.201961
106,1,Mercury,-5.86582e+10,4.00793e+10,5.66167e+09,-20229.9,-33721.8,1255.05
106,2,Venus,-2.50195e+10,1.01473e+11,3.9505e+09,-34963.5,-8418.87,1750.33
106,3,Earth,4.28774e+09,-1.51425e+11,9.0455e+06,29145.1,1224.58,1.44465
106,4,Mars,-1.8655e+11,6.61342e+10,5.8023e+09,-1378.5,-28549,-616.819
106,5,Jupiter,5.55479e+11,-5.28038e+11,-1.26524e+10,6912.68,11110.8,-165.454
106,6,Saturn,1.31269e+12,5.25862e+11,-4.4028e+10,-4362.49,8160.99,147.111
106,7,Uranus,2.82589e+12,-1.0713e+12,-5.08201e+10,2248.81,5710.15,-77.5102
106,8,Neptune,4.39014e+12,8.56884e+11,-8.70632e+10,-1096.33,5139.06,118.801
107,0,Sun,-7.65793e+08,1.50575e+08,5.49238e+06,-5.93575,-17.0698,0.201735
107,1,Mercury,-6.03244e+10,3.71094e+10,5.76212e+09,-18303.2,-34982.7,1067.83
107,2,Venus,-2.80298e+10,1.00701e+11,4.1e+09,-34702.8,-9440.15,1709.66
107,3,Earth,6.80516e+09,-1.51298e+11,9.16979e+06,29124.4,1722.73,1.43223
107,4,Mars,-1.86657e+11,6.36633e+10,5.74863e+09,-1099.26,-28646.3,-625.489
107,5,Jupiter,5.56075e+11,-5.27076e+11,-1.26667e+10,6884.4,11137.6,-164.811
107,6,Saturn,1.31231e+12,5.26567e+11,-4.40153e+10,-4373.11,8156.73,147.467
107,7,Uranus,2.82608e+12,-1.07081e+12,-5.08268e+10,2246.46,5711.04,-77.468
107,8,Neptune,4.39005e+12,8.57328e+11,-8.70529e+10,-1097.46,5138.84,118.824
108,0,Sun,-7.66305e+08,1.491e+08,5.5098e+06,-5.92167,-17.0807,0.201513
108,1,Mercury,-6.18209e+10,3.40343e+10,5.84619e+09,-16304.1,-36156.6,875.621
108,2,Venus,-3.10162e+10,9.98418e+10,4.24593e+09,-34411.9,-10453,1667.5
108,3,Earth,9.32044e+09,-1.51127e+11,9.29299e+06,29095.4,2220.63,1.41945
108,4,Mars,-1.8674e+11,6.11841e+10,5.69422e+09,-816.818,-28740.9,-634.171
108,5,Jupiter,5.56668e+11,-5.26113e+11,-1.26809e+10,6856.06,11164.4,-164.166
108,6,Saturn,1.31194e+12,5.27272e+11,-4.40025e+10,-4383.74,8152.46,147.824
108,7,Uranus,2.82628e+12,-1.07032e+12,-5.08335e+10,2244.11,5711.93,-77.4258
108,8,Neptune,4.38995e+12,8.57772e+11,-8.70427e+10,-1098.58,5138.62,118.846
109,0,Sun,-7.66816e+08,1.47624e+08,5.5272e+06,-5.90763,-17.0918,0.201295
109,1,Mercury,-6.31417e+10,3.08615e+10,5.91343e+09,-14234,-37239.6,678.585
109,2,Venus,-3.39762e+10,9.88951e+10,4.38815e+09,-34091,-11456.7,1623.89
109,3,Earth,1.18328e+10,-1.50914e+11,9.41507e+06,29058.1,2718.15,1.40631
109,4,Mars,-1.86798e+11,5.86969e+10,5.63905e+09,-531.188,-28832.7,-642.864
109,5,Jupiter,5.57259e+11,-5.25147e+11,-1.2695e+10,6827.67,11191.2,-163.52
109,6,Saturn,1.31156e+12,5.27976e+11,-4.39897e+10,-4394.36,8148.19,148.18
109,7,Uranus,2.82647e+12,-1.06982e+12,-5.08402e+10,2241.76,5712.82,-77.3836
109,8,Neptune,4.38986e+12,8.58216e+11,-8.70324e+10,-1099.71,5138.4,118.868
110,0,Sun,-7.67326e+08,1.46147e+08,5.54458e+06,-5.89362,-17.1028,0.20108
110,1,Mercury,-6.42806e+10,2.75993e+10,5.96345e+09,-12094.2,-38227.8,476.901
110,2,Venus,-3.69071e+10,9.78621e+10,4.52653e+09,-33740.3,-12450,1578.87
110,3,Earth,1.43417e+10,-1.50657e+11,9.536e+06,29012.5,3215.15,1.39282
110,4,Mars,-1.86832e+11,5.62018e+10,5.58313e+09,-242.373,-28921.6,-651.566
110,5,Jupiter,5.57848e+11,-5.24179e+11,-1.27091e+10,6799.22,11217.9,-162.872
110,6,Saturn,1.31118e+12,5.2868e+11,-4.39769e+10,-4404.98,8143.91,148.536
110,7,Uranus,2.82666e+12,-1.06933e+12,-5.08469e+10,2239.41,5713.71,-77.3414
110,8,Neptune,4.38976e+12,8.5866e+11,-8.70221e+10,-1100.83,5138.18,118.891
111,0,Sun,-7.67835e+08,1.44669e+08,5.56194e+06,-5.87965,-17.1138,0.200868
111,1,Mercury,-6.52316e+10,2.42558e+10,5.99584e+09,-9886.11,-39117,270.76
111,2,Venus,-3.98065e+10,9.67437e+10,4.66097e+09,-33360.3,-13432.3,1532.48
111,3,Earth,1.68462e+10,-1.50358e+11,9.65575e+06,28958.6,3711.5,1.37897
111,4,Mars,-1.8684e+11,5.36992e+10,5.52646e+09,49.6198,-29007.6,-660.274
111,5,Jupiter,5.58434e+11,-5.23209e+11,-1.27232e+10,6770.72,11244.6,-162.223
111,6,Saturn,1.3108e+12,5.29383e+11,-4.3964e+10,-4415.6,8139.62,148.892
111,7,Uranus,2.82686e+12,-1.06883e+12,-5.08535e+10,2237.06,5714.6,-77.2991
111,8,Neptune,4.38967e+12,8.59104e+11,-8.70119e+10,-1101.96,5137.96,118.913
112,0,Sun,-7.68342e+08,1.43189e+08,5.57929e+06,-5.86571,-17.1249,0.20066
112,1,Mercury,-6.59889e+10,2.08398e+10,6.01023e+09,-7611.35,-39902.4,60.369
112,2,Venus,-4.26718e+10,9.5541e+10,4.79135e+09,-32951.2,-14402.5,1484.77
112,3,Earth,1.93457e+10,-1.50016e+11,9.77429e+06,28896.4,4207.08,1.36478
112,4,Mars,-1.86823e+11,5.11893e+10,5.46904e+09,344.782,-29090.6,-668.986
112,5,Jupiter,5.59018e+11,-5.22236e+11,-1.27372e+10,6742.16,11271.3,-161.573
112,6,Saturn,1.31041e+12,5.30086e+11,-4.39512e+10,-4426.22,8135.33,149.248
112,7,Uranus,2.82705e+12,-1.06834e+12,-5.08602e+10,2234.71,5715.48,-77.2569
112,8,Neptune,4.38957e+12,8.59548e+11,-8.70016e+10,-1103.08,5137.74,118.935
113,0,Sun,-7.68848e+08,1.41709e+08,5.59662e+06,-5.8518,-17.1361,0.200455
113,1,Mercury,-6.65468e+10,1.73606e+10,6.00627e+09,-5271.66,-40579,-154.041
113,2,Venus,-4.55005e+10,9.42549e+10,4.91754e+09,-32513.6,-15359.8,1435.78
113,3,Earth,2.18395e+10,-1.49631e+11,9.89159e+06,28826,4701.75,1.35024
113,4,Mars,-1.8678e+11,4.86724e+10,5.41086e+09,643.101,-29170.4,-677.7
113,5,Jupiter,5.59599e+11,-5.21261e+11,-1.27511e+10,6713.55,11298,-160.922
113,6,Saturn,1.31003e+12,5.30789e+11,-4.39383e+10,-4436.84,8131.03,149.604
113,7,Uranus,2.82724e+12,-1.06785e+12,-5.08669e+10,2232.37,5716.37,-77.2146
113,8,Neptune,4.38948e+12,8.59992e+11,-8.69913e+10,-1104.21,5137.52,118.958
114,0,Sun,-7.69353e+08,1.40228e+08,5.61393e+06,-5.83791,-17.1472,0.200253
114,1,Mercury,-6.68998e+10,1.38278e+10,5.98362e+09,-2869.07,-41141.2,-372.21
114,2,Venus,-4.82901e+10,9.28868e+10,5.03945e+09,-32047.8,-16303.4,1385.56
114,3,Earth,2.43268e+10,-1.49204e+11,1.00076e+07,28747.3,5195.38,1.33536
114,4,Mars,-1.86712e+11,4.61487e+10,5.35193e+09,944.565,-29247,-686.414
114,5,Jupiter,5.60178e+11,-5.20284e+11,-1.2765e+10,6684.87,11324.6,-160.269
114,6,Saturn,1.30965e+12,5.31491e+11,-4.39253e+10,-4447.46,8126.72,149.96
114,7,Uranus,2.82744e+12,-1.06735e+12,-5.08736e+10,2230.02,5717.26,-77.1724
114,8,Neptune,4.38938e+12,8.60436e+11,-8.6981e+10,-1105.33,5137.3,118.98
115,0,Sun,-7.69857e+08,1.38746e+08,5.63122e+06,-5.82406,-17.1585,0.200054
115,1,Mercury,-6.70426e+10,1.02514e+10,5.94195e+09,-405.892,-41583.3,-593.848
115,2,Venus,-5.10383e+10,9.14377e+10,5.15697e+09,-31554.2,-17232.3,1334.16
115,3,Earth,2.6807e+10,-1.48733e+11,1.01223e+07,28660.3,5687.85,1.32015
115,4,Mars,-1.86617e+11,4.36185e+10,5.29225e+09,1249.16,-29320.3,-695.125
115,5,Jupiter,5.60754e+11,-5.19304e+11,-1.27788e+10,6656.14,11351.3,-159.615
115,6,Saturn,1.30926e+12,5.32193e+11,-4.39123e+10,-4458.08,8122.41,150.316
115,7,Uranus,2.82763e+12,-1.06686e+12,-5.08802e+10,2227.67,5718.15,-77.1301
115,8,Neptune,4.38929e+12,8.6088e+11,-8.69708e+10,-1106.46,5137.08,119.002
116,0,Sun,-7.7036e+08,1.37263e+08,5.6485e+06,-5.81023,-17.1697,0.199858
116,1,Mercury,-6.697e+10,6.64221e+09,5.881e+09,2115.16,-41898.7,-818.62
116,2,Venus,-5.37427e+10,8.9909e+10,5.26999e+09,-31033.4,-18145.7,1281.62
116,3,Earth,2.92793e+10,-1.48221e+11,1.02357e+07,28565.1,6179.01,1.3046
116,4,Mars,-1.86496e+11,4.10821e+10,5.23181e+09,1556.86,-29390.3,-703.83
116,5,Jupiter,5.61328e+11,-5.18322e+11,-1.27926e+10,6627.36,11377.9,-158.96
116,6,Saturn,1.30888e+12,5.32895e+11,-4.38993e+10,-4468.69,8118.09,150.672
116,7,Uranus,2.82782e+12,-1.06636e+12,-5.08869e+10,2225.32,5719.03,-77.0879
116,8,Neptune,4.38919e+12,8.61324e+11,-8.69605e+10,-1107.58,5136.86,119.024
117,0,Sun,-7.70861e+08,1.35779e+08,5.66576e+06,-5.79642,-17.181,0.199664
117,1,Mercury,-6.66771e+10,3.01134e+09,5.8005e+09,4690.91,-42080.7,-1046.15
117,2,Venus,-5.64009e+10,8.83021e+10,5.37843e+09,-30485.9,-19042.8,1227.99
117,3,Earth,3.17431e+10,-1.47666e+11,1.03478e+07,28461.7,6668.73,1.28872
117,4,Mars,-1.86348e+11,3.85398e+10,5.17062e+09,1867.65,-29456.7,-712.527
117,5,Jupiter,5.619e+11,-5.17338e+11,-1.28063e+10,6598.51,11404.4,-158.303
117,6,Saturn,1.30849e+12,5.33596e+11,-4.38863e+10,-4479.31,8113.77,151.028
117,7,Uranus,2.82801e+12,-1.06587e+12,-5.08936e+10,2222.97,5719.92,-77.0456
117,8,Neptune,4.38909e+12,8.61767e+11,-8.69502e+10,-1108.71,5136.64,119.047
118,0,Sun,-7.71361e+08,1.34294e+08,5.683e+06,-5.78264,-17.1924,0.199472
118,1,Mercury,-6.61594e+10,-6.29345e+08,5.70022e+09,7317.63,-42122,-1275.99
118,2,Venus,-5.90106e+10,8.66184e+10,5.48219e+09,-29912.1,-19922.9,1173.32
118,3,Earth,3.41975e+10,-1.47068e+11,1.04584e+07,28350,7156.9,1.27251
118,4,Mars,-1.86173e+11,3.5992e+10,5.10869e+09,2181.5,-29519.5,-721.214
118,5,Jupiter,5.62469e+11,-5.16352e+11,-1.28199e+10,6569.61,11431,-157.645
118,6,Saturn,1.3081e+12,5.34297e+11,-4.38732e+10,-4489.92,8109.43,151.384
118,7,Uranus,2.82821e+12,-1.06538e+12,-5.09002e+10,2220.62,5720.8,-77.0033
118,8,Neptune,4.389e+12,8.62211e+11,-8.69399e+10,-1109.83,5136.42,119.069
119,0,Sun,-7.7186e+08,1.32809e+08,5.70023e+06,-5.76887,-17.2038,0.199283
119,1,Mercury,-6.54126e+10,-4.26735e+09,5.58e+09,9990.91,-42014.8,-1507.65
119,2,Venus,-6.15697e+10,8.48595e+10,5.58118e+09,-29312.6,-20785.1,1117.66
119,3,Earth,3.6642e+10,-1.46429e+11,1.05677e+07,28230.2,7643.36,1.25597
119,4,Mars,-1.85971e+11,3.34389e+10,5.046e+09,2498.4,-29578.6,-729.887
119,5,Jupiter,5.63035e+11,-5.15363e+11,-1.28335e+10,6540.65,11457.5,-156.985
119,6,Saturn,1.30771e+12,5.34997e+11,-4.38602e+10,-4500.53,8105.1,151.74
119,7,Uranus,2.8284e+12,-1.06488e+12,-5.09069e+10,2218.27,5721.69,-76.961
119,8,Neptune,4.3889e+12,8.62655e+11,-8.69296e+10,-1110.96,5136.2,119.091
120,0,Sun,-7.72358e+08,1.31322e+08,5.71744e+06,-5.75512,-17.2152,0.199095
120,1,Mercury,-6.4433e+10,-7.88951e+09,5.4397e+09,12705.6,-41750.9,-1740.55
120,2,Venus,-6.40759e+10,8.30268e+10,5.67532e+09,-28688.1,-21628.6,1061.08
120,3,Earth,3.90757e+10,-1.45748e+11,1.06755e+07,28102.1,8128,1.23912
120,4,Mars,-1.85742e+11,3.08808e+10,4.98256e+09,2818.3,-29634,-738.543
120,5,Jupiter,5.63599e+11,-5.14372e+11,-1.2847e+10,6511.63,11484,-156.325
120,6,Saturn,1.30732e+12,5.35698e+11,-4.3847e+10,-4511.14,8100.75,152.095
120,7,Uranus,2.82859e+12,-1.06439e+12,-5.09135e+10,2215.92,5722.57,-76.9187
120,8,Neptune,4.38881e+12,8.63099e+11,-8.69193e+10,-1112.08,5135.98,119.114
121,0,Sun,-7.72855e+08,1.29834e+08,5.73463e+06,-5.74139,-17.2267,0.198909
121,1,Mercury,-6.32171e+10,-1.14819e+10,5.27924e+09,15455.5,-41321.5,-1974.03
121,2,Venus,-6.6527e+10,8.1122e+10,5.76454e+09,-28039.1,-22452.7,1003.61
121,3,Earth,4.1498e+10,-1.45025e+11,1.07818e+07,27966,8610.68,1.22196
121,4,Mars,-1.85484e+11,2.83181e+10,4.91838e+09,3141.18,-29685.4,-747.181
