step,particle_id,x,y,z,vx,vy,vz
0,40,-21.4043,3.03204,-0.162014,-0.960946,-6.70093,0.0070698
0,41,-3.56068,9.1998,-0.138203,-9.3526,-3.62899,-0.0035868
0,42,-17.3675,-20.1464,0.147966,4.64761,-4.03234,0.00702593
0,43,27.6563,-8.30558,0.199604,1.66548,5.63625,-0.00872781
0,44,-4.81874,-12.1796,0.496328,8.12998,-3.24774,-0.00224974
0,45,-10.6312,-0.583792,-0.0561305,0.530143,-9.68057,0.00891163
0,46,5.52268,27.127,-0.0191167,-5.90197,1.18187,-0.00214699
0,47,8.11599,-24.2076,0.225435,5.93268,1.96848,0.00161813
0,48,-4.25344,6.10337,-0.401297,-9.52175,-6.63605,0.00815852
0,49,18.65,-11.0046,0.286975,3.42134,5.83934,0.00467016
0,50,12.207,25.0689,-0.369921,-5.35813,2.6044,0.00166178
0,51,-18.1138,-9.12152,-0.361688,3.16085,-6.24294,-0.00868403
0,52,8.65611,6.33125,-0.212362,-5.68787,7.74704,0.0058103
0,53,-6.34672,-6.0302,-0.326755,7.36088,-7.71186,0.00285796
0,54,-15.0955,-21.0166,-0.120772,5.03338,-3.63445,0.00910071
0,55,25.0879,-13.1935,0.31861,2.73968,5.23363,-0.00923966
0,56,-5.97766,24.7185,-0.314535,-6.07027,-1.50027,0.00916106
0,57,9.61953,8.62056,0.145233,-5.83991,6.54416,-0.00692491
0,58,14.4295,-21.9366,0.342453,5.174,3.39558,-0.00594123
0,59,-9.73252,-24.2405,-0.334042,5.72488,-2.29542,-0.00424133
0,60,-1.90453,-26.7246,-0.0976991,6.09036,-0.443152,0.00141356
0,61,0.149252,-17.1929,0.421594,7.6625,0.0695263,0.0082228
0,62,16.701,24.0865,-0.201661,-4.79696,3.32765,-0.00716069
0,63,22.9816,3.34972,-0.382102,-0.960287,6.4727,0.00514805
0,64,26.5381,8.10243,-0.350085,-1.74683,5.74056,0.00541942
0,65,-22.8723,13.0542,-0.0469948,-3.05315,-5.33171,0.00148016
0,66,29.4869,-0.709479,0.159787,0.135677,5.8276,-0.00778659
0,67,-2.89825,21.3204,0.426051,-6.7553,-0.933211,0.000929851
0,68,-25.7769,1.67242,-0.0248517,-0.378033,-6.19529,-0.000242687
0,69,-16.6331,22.854,-0.467181,-4.79202,-3.47777,0.0013877
0,70,21.3022,19.5796,0.348774,-3.9578,4.33731,0.00770668
0,71,-5.43453,11.24,-0.169315,-8.02455,-3.93004,0.00516792
0,72,-23.0383,-3.69128,-0.179345,1.03253,-6.49454,-0.00487522
0,73,2.2992,26.9155,-0.0708928,-6.07071,0.502949,0.00350038
0,74,-10.22,-16.9195,-0.144477,6.09387,-3.65635,0.00812305
0,75,-10.5529,-14.7275,0.203566,6.03807,-4.35491,0.00086429
0,76,9.36765,0.326624,-0.424774,-0.363103,10.2907,0.00505762
0,77,14.0902,-7.13283,0.0551359,3.5636,7.08195,0.00105709
0,78,19.3006,-8.8114,-0.272554,2.84348,6.24898,0.00483693
0,79,4.37553,6.07241,-0.389843,-9.34518,6.74799,-0.00348911
0,80,6.06099,-8.58165,0.127351,7.96291,5.66622,0.001829
0,81,-13.2472,-5.19671,0.310594,3.08118,-7.84449,-0.00768544
0,82,-2.4328,7.62614,0.3498,-10.6324,-3.34426,0.0096685
0,83,-15.6123,-3.33091,-0.305504,1.69054,-7.7516,0.00473262
0,84,6.90618,1.90278,-0.265239,-3.08357,11.37,0.00620463
0,85,-2.80051,18.5598,-0.493771,-7.20819,-1.07854,-0.00722809
0,86,-5.20719,6.04146,-0.370032,-8.48529,-7.29859,-0.00326845
0,87,-5.61281,-15.7657,-0.116776,7.28818,-2.59997,0.00718719
0,88,10.6105,-1.93608,0.0771185,1.71416,9.44431,-0.00448658
0,89,15.7213,11.8714,-0.405798,-4.25889,5.68983,-0.00356705
0,90,22.7885,12.9042,-0.198772,-3.02803,5.3702,0.000351946
0,91,22.486,14.6897,-0.180602,-3.36041,5.09237,-0.00999518
0,92,18.703,-2.04007,0.300025,0.809992,7.25214,0.0051295
0,93,-6.27056,-1.10785,-0.376465,2.23224,-12.3452,-0.00232067
0,94,-5.95453,9.59375,-0.0322165,-7.98335,-4.99514,0.00602626
0,95,13.7398,-16.3753,0.0961726,5.21771,4.38658,-0.0061642
0,96,-5.94958,-9.96323,-0.446174,7.93533,-4.75342,-0.00912459
0,97,4.37158,-23.1843,-0.403103,6.41519,1.23605,0.00448419
0,98,-0.164681,-23.3534,0.122748,6.5253,-0.0396999,-0.00481775
0,99,-9.51311,-8.92132,0.0303698,6.02264,-6.35008,0.00975094
0,100,-0.920458,6.91693,-0.286467,-11.8663,-1.56294,0.00388368
1,0,0,0,0,0,0,0
1,1,12.1908,2.47357,-6.7337e-05,-1.81171,8.76682,0.00693337
1,2,6.87428,-19.4239,-0.357673,6.54071,2.28943,0.00835717
1,3,3.66141,4.4017,0.000771943,-10.1828,8.50883,0.00200947
1,4,-11.4292,-16.1102,-0.455225,5.78135,-4.13475,0.0133942
1,5,-18.4778,12.7727,-0.0593577,-3.78853,-5.46725,0.0041941
1,6,5.90783,-5.03713,-0.416987,7.34169,8.65042,0.0136728
1,7,-2.10146,-7.84475,-0.145847,10.7291,-2.81912,0.00177213
1,8,-4.38282,5.72176,-0.0755908,-9.35473,-7.05322,-0.0922983
1,9,-3.21305,-27.0479,-0.288038,6.02433,-0.696813,-0.00858337
1,10,6.54977,-7.8043,0.127045,7.54446,6.30652,0.00732949
1,11,26.0307,-10.9391,0.261839,2.30776,5.48154,0.000704932
1,12,-4.55878,-3.21412,0.0632678,7.75365,-10.9081,-0.0162859
1,13,5.04771,4.1989,-0.38246,-7.86332,9.54155,0.0365798
1,14,11.7008,-23.8493,-0.0536444,5.5074,2.71379,-0.000970958
1,15,3.75092,-14.9315,-0.246639,7.84451,1.99328,0.00709834
1,16,-10.5013,16.7354,-0.154296,-6.05461,-3.7709,0.00580417
1,17,3.26866,-12.3698,0.492346,8.57848,2.22196,0.000498269
1,18,0.436712,-23.7116,0.348196,6.45561,0.105027,-0.004179
1,19,4.1457,2.88287,-0.243748,-8.01217,11.504,0.0295466
1,20,-0.908987,7.97623,0.343245,-11.1285,-1.31497,-0.00862775
1,21,-4.42518,9.79469,-0.470341,-8.78211,-3.97183,0.0196309
1,22,-24.6127,-3.37716,0.355206,0.879636,-6.25472,0.00746702
1,23,12.9156,-23.5642,-0.135968,5.30571,2.93484,-0.00404458
1,24,4.72805,-20.6793,-0.0534658,6.69312,1.53681,-0.00415827
1,25,1.54108,14.6327,-0.225248,-8.21715,0.869398,0.0020014
1,26,-29.4625,0.171648,0.215097,-0.0463576,-5.81027,-0.00150143
1,27,1.95999,-7.30443,0.0715751,11.0986,2.94053,-0.000556347
1,28,11.9541,-22.1292,-0.119694,5.54907,2.99936,6.05769e-05
1,29,-2.15778,8.69057,-0.248366,-10.307,-2.51263,0.0119694
1,30,-0.772866,-11.2216,0.206683,9.36407,-0.686302,-0.011863
1,31,-12.959,-1.91953,-0.403272,1.31051,-8.64416,0.00987766
1,32,-0.176229,-15.9458,0.281713,7.89242,-0.0910395,-0.00467337
1,33,1.52154,10.2,0.390764,-9.7175,1.44164,-0.00586877
1,34,-0.116385,11.5522,0.395932,-9.33783,-0.140938,-0.0130661
1,35,-4.98024,-9.39748,0.352826,8.53929,-4.51365,-0.00742402
1,36,-4.08015,-20.1506,0.0772691,6.85372,-1.3598,-0.000202151
1,37,-0.940073,6.67592,0.4155,-12.0379,-1.69011,-0.0460089
1,38,6.60443,-1.85076,-0.0042702,3.20148,11.6809,0.00426507
1,39,14.8675,-7.8052,0.047338,3.55693,6.84223,0.00612449
1,40,-21.4231,2.89795,-0.161869,-0.917868,-6.70779,0.00743799
1,41,-3.74706,9.12534,-0.138284,-9.28347,-3.81658,-0.00455996
1,42,-17.2744,-20.2268,0.148103,4.66826,-4.01008,0.00674724
1,43,27.6894,-8.1928,0.199428,1.64013,5.64212,-0.00888854
1,44,-4.65571,-12.2435,0.496232,8.17257,-3.13804,-0.00739351
1,45,-10.6188,-0.777324,-0.0559465,0.706239,-9.67101,0.00948502
1,46,5.40458,27.1503,-0.0191598,-5.90797,1.15489,-0.00216969
1,47,8.23456,-24.1679,0.22546,5.92395,2.00045,0.000877398
1,48,-4.44175,5.96713,-0.400137,-9.30527,-6.98497,0.107582
1,49,18.7181,-10.8875,0.287056,3.38366,5.86402,0.00345876
1,50,12.0997,25.1208,-0.369884,-5.36937,2.58011,0.0020708
1,51,-18.0502,-9.24616,-0.361852,3.20601,-6.22009,-0.00770575
1,52,8.54093,6.48516,-0.212208,-5.82922,7.64258,0.00956586
1,53,-6.1976,-6.18265,-0.326597,7.54862,-7.53067,0.0129609
1,54,-14.9946,-21.0891,-0.120585,5.04951,-3.60766,0.00959622
1,55,25.1425,-13.0886,0.318421,2.71695,5.24848,-0.00963607
1,56,-6.09898,24.6881,-0.314347,-6.06193,-1.53213,0.0096218
1,57,9.50182,8.75061,0.145077,-5.93087,6.46028,-0.00866254
1,58,14.5328,-21.8684,0.34232,5.15152,3.41861,-0.00738285
1,59,-9.6179,-24.2861,-0.334123,5.73699,-2.26635,-0.00377327
1,60,-1.78276,-26.7332,-0.0976777,6.08653,-0.41378,0.000725929
1,61,0.30249,-17.1908,0.421737,7.66102,0.139647,0.006032
1,62,16.6049,24.1529,-0.201803,-4.81137,3.30748,-0.00700382
1,63,22.962,3.47912,-0.381992,-0.998054,6.46721,0.00584168
1,64,26.5029,8.21717,-0.349973,-1.77335,5.73263,0.00578757
1,65,-22.9331,12.9474,-0.0469647,-3.02674,-5.34671,0.0015258
1,66,29.4894,-0.592921,0.15963,0.111127,5.82812,-0.00794986
1,67,-3.0333,21.3013,0.426052,-6.74888,-0.979413,-0.000739935
1,68,-25.7842,1.54848,-0.0248556,-0.34697,-6.19818,-0.000147998
1,69,-16.7288,22.7842,-0.467149,-4.77646,-3.4989,0.00182628
1,70,21.2228,19.6662,0.348924,-3.97628,4.31974,0.0072629
1,71,-5.59442,11.1602,-0.169194,-7.96309,-4.05454,0.00674156
1,72,-23.0173,-3.8211,-0.179425,1.06586,-6.4869,-0.00311615
1,73,2.17778,26.9253,-0.0708219,-6.07137,0.474325,0.003593
1,74,-10.0979,-16.9921,-0.144314,6.11791,-3.60609,0.00813554
1,75,-10.4318,-14.8141,0.203559,6.07327,-4.30839,-0.00157872
1,76,9.35809,0.532353,-0.424562,-0.592601,10.2797,0.0160716
1,77,14.1608,-6.99091,0.0551532,3.49861,7.10957,0.000677213
1,78,19.3571,-8.68626,-0.272443,2.8003,6.26504,0.00632945
1,79,4.18653,6.20441,-0.389717,-9.54961,6.44887,0.0161299
1,80,6.21923,-8.46675,0.127364,7.85959,5.82266,-0.000532975
1,81,-13.1847,-5.35322,0.310412,3.17401,-7.80618,-0.0104709
1,82,-2.64448,7.55626,0.349809,-10.5308,-3.64145,-0.00873862
1,83,-15.5777,-3.48578,-0.305391,1.77105,-7.73491,0.00652505
1,84,6.84072,2.12916,-0.26497,-3.46036,11.2617,0.0207334
1,85,-2.94458,18.5377,-0.493897,-7.19911,-1.13573,-0.00528454
1,86,-5.37447,5.89313,-0.369915,-8.23868,-7.53174,0.0151745
1,87,-5.4668,-15.817,-0.116625,7.31246,-2.53184,0.00785105
1,88,10.6431,-1.74688,0.0770139,1.5421,9.4745,-0.00597364
1,89,15.6357,11.9848,-0.405858,-4.30054,5.65775,-0.00242025
1,90,22.7277,13.0115,-0.198763,-3.05496,5.35856,0.000614346
1,91,22.4186,14.7913,-0.1808,-3.38386,5.07178,-0.00982453
1,92,18.7187,-1.89497,0.300117,0.752318,7.25753,0.00409363
1,93,-6.22107,-1.3539,-0.376219,2.71478,-12.2507,0.0269481
1,94,-6.11326,9.49252,-0.0321079,-7.8888,-5.12646,0.00482406
1,95,13.8438,-16.2872,0.0960471,5.18822,4.42011,-0.00638933
1,96,-5.79006,-10.057,-0.446255,8.01504,-4.62173,0.0010719
1,97,4.49982,-23.1592,-0.403002,6.40897,1.274,0.00569178
1,98,-0.0339949,-23.354,0.122732,6.54332,-0.0148075,0.00325188
1,99,-9.39178,-9.04751,0.0305616,6.10987,-6.26855,0.00943372
1,100,-1.1572,6.88157,-0.28595,-11.8011,-1.97159,0.0479935
2,0,0,0,0,0,0,0
2,1,12.1533,2.64864,7.03024e-05,-1.94096,8.73924,0.00682921
2,2,7.00493,-19.3777,-0.357494,6.52359,2.33294,0.00956624
2,3,3.45392,4.56714,0.000782798,-10.5544,8.02601,-0.000890545
2,4,-11.3132,-16.1924,-0.454921,5.81692,-4.0897,0.0169761
2,5,-18.5532,12.6631,-0.0592728,-3.75477,-5.49053,0.00428991
2,6,6.05214,-4.86197,-0.416529,7.0867,8.8615,0.0320974
2,7,-1.88609,-7.89821,-0.145754,10.8036,-2.52585,0.00751829
2,8,-4.56779,5.57836,-0.078312,-9.13787,-7.28191,-0.180529
2,9,-3.09249,-27.0615,-0.288201,6.03107,-0.666921,-0.00780064
2,10,6.69931,-7.67687,0.127166,7.40831,6.4355,0.00468179
2,11,26.0766,-10.8294,0.261851,2.28262,5.49098,0.000453289
2,12,-4.39846,-3.42857,0.0628632,8.26861,-10.5244,-0.0241378
2,13,4.88681,4.38674,-0.381436,-8.22106,9.23559,0.0657462
2,14,11.8108,-23.7947,-0.0536676,5.49998,2.7485,-0.00135366
2,15,3.90759,-14.8908,-0.246478,7.82209,2.07616,0.00905347
2,16,-10.6221,16.6595,-0.154176,-6.02563,-3.81571,0.00619975
2,17,3.43991,-12.3242,0.492303,8.54567,2.33974,-0.00482861
2,18,0.565685,-23.709,0.348038,6.44154,0.152683,-0.0116541
2,19,3.97906,3.10857,-0.242776,-8.63862,11.0493,0.0676053
2,20,-1.13127,7.94671,0.342899,-11.0951,-1.63638,-0.0259953
2,21,-4.60007,9.7136,-0.469818,-8.70516,-4.13717,0.0327571
2,22,-24.5947,-3.50221,0.355343,0.914924,-6.25004,0.00621057
2,23,13.0214,-23.5053,-0.136034,5.27601,2.96396,-0.00254653
2,24,4.86182,-20.6482,-0.0535518,6.68403,1.57973,-0.00443456
2,25,1.37662,14.6491,-0.225191,-8.22783,0.774195,0.00369251
2,26,-29.4631,0.05544,0.215064,-0.0211012,-5.81045,-0.00173184
2,27,2.18106,-7.24224,0.0715302,11.0031,3.27667,-0.00393251
2,28,12.0649,-22.069,-0.119685,5.53427,3.01913,0.000793502
2,29,-2.36335,8.63784,-0.248032,-10.2469,-2.76033,0.0214293
2,30,-0.585475,-11.2337,0.206415,9.37366,-0.52756,-0.0149089
2,31,-12.9316,-2.09226,-0.403034,1.42681,-8.62786,0.0138871
2,32,-0.0183413,-15.9469,0.281612,7.89597,-0.0192972,-0.00538307
2,33,1.32686,10.2269,0.390571,-9.74829,1.25416,-0.0134964
2,34,-0.303133,11.5478,0.395613,-9.33574,-0.295407,-0.0187967
2,35,-4.80863,-9.48619,0.352606,8.62072,-4.35678,-0.0145923
2,36,-3.94298,-20.1774,0.0772629,6.86397,-1.31153,-0.000423622
2,37,-1.18031,6.63788,0.414123,-11.9777,-2.11303,-0.0917948
2,38,6.66436,-1.61599,-0.00418443,2.7898,11.7892,0.0043048
2,39,14.9379,-7.66795,0.0474592,3.48698,6.88285,0.00598705
2,40,-21.441,2.76373,-0.161716,-0.874756,-6.71438,0.00780626
2,41,-3.93202,9.04714,-0.138385,-9.21042,-4.00229,-0.00562244
2,42,-17.1808,-20.3068,0.148236,4.6888,-3.98773,0.00646899
2,43,27.7219,-8.0799,0.199248,1.61474,5.64788,-0.00904892
2,44,-4.49184,-12.3052,0.496033,8.21366,-3.02776,-0.0125406
2,45,-10.6029,-0.970632,-0.0557511,0.882044,-9.65821,0.0100507
2,46,5.28637,27.1732,-0.0192035,-5.91385,1.1279,-0.0021922
2,47,8.35295,-24.1276,0.22547,5.91507,2.03239,0.000134262
2,48,-4.62565,5.82397,-0.396993,-9.08016,-7.3289,0.20738
2,49,18.7854,-10.77,0.287113,3.34582,5.88846,0.00225078
2,50,11.9922,25.1721,-0.369838,-5.38051,2.55577,0.00247953
2,51,-17.9856,-9.37033,-0.361996,3.25102,-6.19692,-0.00672703
2,52,8.42295,6.63695,-0.211979,-5.96864,7.53564,0.0133306
2,53,-6.04477,-6.33143,-0.326236,7.73191,-7.34492,0.0230661
2,54,-14.8935,-21.1609,-0.120388,5.06552,-3.58079,0.0100894
2,55,25.1966,-12.9835,0.318225,2.69415,5.26324,-0.0100319
2,56,-6.22014,24.6572,-0.31415,-6.05344,-1.56396,0.0100829
2,57,9.3823,8.87897,0.144886,-6.02073,6.37515,-0.0104037
2,58,14.6356,-21.7998,0.342158,5.12892,3.44155,-0.00882543
2,59,-9.50304,-24.3311,-0.334193,5.74896,-2.23723,-0.00330536
2,60,-1.66107,-26.7412,-0.0976701,6.08258,-0.384418,4.12522e-05
2,61,0.455692,-17.1873,0.421836,7.65892,0.209766,0.00383875
2,62,16.5085,24.2188,-0.201941,-4.8257,3.28725,-0.00684665
2,63,22.9417,3.6084,-0.381868,-1.03579,6.4615,0.00653568
2,64,26.4672,8.33174,-0.349853,-1.79984,5.72458,0.00615556
2,65,-22.9933,12.8403,-0.0469338,-3.00026,-5.36159,0.00157141
2,66,29.4913,-0.476354,0.159469,0.0865751,5.82854,-0.00811273
2,67,-3.16821,21.2812,0.426021,-6.74219,-1.02557,-0.00240793
2,68,-25.7908,1.42449,-0.0248576,-0.315895,-6.20092,-5.32273e-05
2,69,-16.8242,22.714,-0.467108,-4.7608,-3.51997,0.00226482
2,70,21.1431,19.7524,0.349065,-3.99468,4.30209,0.0068183
2,71,-5.75306,11.0778,-0.169045,-7.89971,-4.17844,0.00815058
2,72,-22.9957,-3.95076,-0.179469,1.09918,-6.47904,-0.0013683
2,73,2.05634,26.9345,-0.0707491,-6.07191,0.4457,0.00368538
2,74,-9.97532,-17.0637,-0.144151,6.14159,-3.55562,0.0081556
2,75,-10.31,-14.8998,0.203503,6.10803,-4.26158,-0.00402222
2,76,9.34395,0.737813,-0.424131,-0.821789,10.2637,0.0270692
2,77,14.2301,-6.84845,0.055163,3.43317,7.13651,0.00029959
2,78,19.4126,-8.5608,-0.272301,2.75702,6.28083,0.00781693
2,79,3.99354,6.33036,-0.389198,-9.74493,6.14332,0.0357779
2,80,6.37537,-8.34875,0.12733,7.75333,5.97701,-0.00288847
2,81,-13.1203,-5.50896,0.310175,3.26639,-7.76676,-0.0132543
2,82,-2.85404,7.48048,0.34945,-10.4207,-3.9355,-0.0271895
2,83,-15.5414,-3.64031,-0.305243,1.85142,-7.71741,0.00830975
2,84,6.76776,2.35325,-0.26441,-3.83315,11.1412,0.035235
2,85,-3.08847,18.5144,-0.493983,-7.18958,-1.19284,-0.00334191
2,86,-5.53673,5.74019,-0.369425,-7.984,-7.7587,0.0338622
2,87,-5.32031,-15.867,-0.116462,7.33611,-2.4635,0.00851475
2,88,10.6722,-1.5571,0.0768796,1.36951,9.50162,-0.00745296
2,89,15.5493,12.0977,-0.405895,-4.34195,5.62537,-0.00127354
2,90,22.6663,13.1185,-0.198748,-3.08184,5.34681,0.000876829
2,91,22.3507,14.8926,-0.180995,-3.40721,5.05105,-0.00965306
2,92,18.7331,-1.74977,0.300188,0.69461,7.26247,0.00305732
2,93,-6.16197,-1.59788,-0.375387,3.19333,-12.1373,0.0561844
2,94,-6.27008,9.38869,-0.0320236,-7.79197,-5.25636,0.00361088
2,95,13.9473,-16.1985,0.0959171,5.1585,4.45346,-0.00661386
2,96,-5.62898,-10.1481,-0.446132,8.09266,-4.4889,0.011201
2,97,4.62794,-23.1334,-0.402876,6.40255,1.3119,0.00689851
2,98,0.0970513,-23.354,0.122879,6.56129,0.0100146,0.0114259
2,99,-9.26872,-9.17206,0.0307471,6.196,-6.18587,0.0091132
2,100,-1.3925,6.83806,-0.284547,-11.7221,-2.37792,0.0924155
3,0,0,0,0,0,0,0
3,1,12.1131,2.82314,0.000205831,-2.06982,8.7098,0.0067229
3,2,7.13523,-19.3306,-0.357291,6.50619,2.37635,0.0107751
3,3,3.23923,4.72274,0.000736321,-10.9034,7.52626,-0.00372704
3,4,-11.1965,-16.2738,-0.454546,5.8522,-4.04443,0.0205529
3,5,-18.628,12.553,-0.0591861,-3.72086,-5.51361,0.00438567
3,6,6.19129,-4.68267,-0.415703,6.82559,9.06507,0.0504834
3,7,-1.66932,-7.94578,-0.145546,10.8701,-2.23057,0.013257
3,8,-4.74833,5.43048,-0.082812,-8.91256,-7.49912,-0.271101
3,9,-2.9718,-27.0745,-0.28835,6.03766,-0.637006,-0.0070194
3,10,6.8461,-7.54688,0.127233,7.26976,6.56211,0.00203754
3,11,26.122,-10.7195,0.261858,2.25745,5.50032,0.000201354
3,12,-4.22803,-3.6351,0.0623023,8.76475,-10.1164,-0.0319166
3,13,4.71887,4.56833,-0.37983,-8.56704,8.91662,0.0947012
3,14,11.9208,-23.7394,-0.0536985,5.49245,2.78314,-0.0017372
3,15,4.06381,-14.8484,-0.246277,7.79881,2.15881,0.0110045
3,16,-10.7423,16.5827,-0.154048,-5.99635,-3.86031,0.00659483
3,17,3.61049,-12.2762,0.492153,8.51121,2.45704,-0.0101515
3,18,0.694374,-23.7055,0.34773,6.4271,0.200438,-0.0192261
3,19,3.80015,3.32484,-0.241044,-9.23864,10.5607,0.105497
3,20,-1.35279,7.91078,0.342205,-11.0533,-1.95646,-0.0433
3,21,-4.77339,9.62921,-0.469031,-8.62529,-4.30126,0.0459927
3,22,-24.5761,-3.62716,0.355454,0.950179,-6.2452,0.00495926
3,23,13.1266,-23.4457,-0.13607,5.24614,2.99296,-0.00104307
3,24,4.99541,-20.6161,-0.0536432,6.67464,1.6226,-0.0047073
3,25,1.21197,14.6636,-0.2251,-8.23744,0.678897,0.00537698
3,26,-29.4633,-0.0607702,0.215027,0.00415727,-5.81052,-0.00196257
3,27,2.40011,-7.17336,0.0714178,10.8974,3.60968,-0.00730384
3,28,12.1754,-22.0084,-0.119662,5.51934,3.03885,0.00152562
3,29,-2.56766,8.58016,-0.247509,-10.181,-3.00652,0.0309119
3,30,-0.397919,-11.2427,0.206086,9.38058,-0.3687,-0.0179503
3,31,-12.9019,-2.26464,-0.402716,1.54289,-8.61,0.0179012
3,32,0.13961,-15.9466,0.281497,7.89874,0.0523631,-0.00607849
3,33,1.13161,10.2501,0.390224,-9.77551,1.06625,-0.0211141
3,34,-0.489815,11.5404,0.39518,-9.33115,-0.449843,-0.0245223
3,35,-4.63541,-9.57175,0.352242,8.69925,-4.19843,-0.0217417
3,36,-3.8056,-20.2031,0.0772522,6.87389,-1.26317,-0.000645397
3,37,-1.41918,6.5914,0.411828,-11.9021,-2.53326,-0.137835
3,38,6.71602,-1.3792,-0.004098,2.37443,11.8829,0.00433618
3,39,15.0069,-7.52989,0.0475775,3.4168,6.92282,0.00584663
3,40,-21.458,2.62938,-0.161556,-0.831609,-6.72068,0.0081746
3,41,-4.11548,8.96525,-0.138509,-9.13346,-4.18602,-0.00676373
3,42,-17.0868,-20.3863,0.148362,4.70923,-3.96528,0.00619114
3,43,27.7539,-7.96688,0.199066,1.58933,5.65354,-0.00920897
3,44,-4.32716,-12.3646,0.49573,8.25326,-2.91692,-0.0176896
3,45,-10.5835,-1.16365,-0.0555445,1.0575,-9.64218,0.0106097
3,46,5.16803,27.1954,-0.0192475,-5.91961,1.10088,-0.00221452
3,47,8.47116,-24.0866,0.225465,5.90604,2.06429,-0.000611287
3,48,-4.80496,5.67398,-0.391842,-8.84621,-7.66909,0.309068
3,49,18.8519,-10.652,0.287146,3.30784,5.91266,0.00104604
3,50,11.8845,25.223,-0.369785,-5.39155,2.53138,0.00288798
3,51,-17.9201,-9.49403,-0.362121,3.29588,-6.17344,-0.00574802
3,52,8.30219,6.78658,-0.211675,-6.1061,7.42625,0.0171018
3,53,-5.88832,-6.47645,-0.325674,7.91063,-7.15473,0.0331677
3,54,-14.792,-21.2323,-0.120182,5.08142,-3.55385,0.0105802
3,55,25.2503,-12.8781,0.31802,2.6713,5.27791,-0.010427
3,56,-6.34112,24.6256,-0.313943,-6.04479,-1.59575,0.0105444
3,57,9.26099,9.00562,0.144661,-6.10947,6.2888,-0.0121483
3,58,14.7379,-21.7308,0.341967,5.1062,3.46439,-0.010269
3,59,-9.38794,-24.3756,-0.334255,5.76079,-2.20806,-0.00283763
3,60,-1.53946,-26.7486,-0.0976761,6.07853,-0.355067,-0.000640751
3,61,0.608847,-17.1824,0.421891,7.65621,0.279878,0.00164334
3,62,16.4119,24.2844,-0.202077,-4.83994,3.26696,-0.00668918
3,63,22.9206,3.73758,-0.381731,-1.07349,6.45559,0.00723007
3,64,26.431,8.44615,-0.349727,-1.8263,5.71641,0.00652339
