N,Direct,BH,FMM
50,0.0006903807322184244,0.0001709461212158203,7.367134094238281e-05
100,0.00012723604838053385,0.00014479955037434897,6.310145060221355e-05
200,0.00021910667419433594,0.00023134549458821615,9.361902872721355e-05
500,0.0004455248514811198,0.0004398822784423828,0.0002272923787434896
