N,Direct,BH,FMM
50,0.0003199707716703415,0.000125957652926445,5.815100545684496e-05
100,9.592296555638313e-05,0.00016511930152773857,9.117694571614265e-05
200,0.0001345264414946238,0.0001504283087948958,0.00013680259386698404
500,0.00038128097852071124,0.0002447616619368394,0.00020316134517391524
