N,DIRECT,BH,FMM,OpenMP_Threads
100,0.0009324550628662109,0.0003247261047363281,0.01088094711303711,8
200,0.0001575946807861328,0.0005183219909667969,0.01977849006652832,8
500,0.0004937648773193359,0.001302957534790039,0.0009133815765380859,8
1000,0.006323337554931641,0.0024576187133789062,0.012218952178955078,8
2000,0.01260232925415039,0.005918025970458984,0.01608872413635254,8
