N,Direct,BH,FMM
50,0.0003151098887125651,0.00013271967569986978,5.539258321126302e-05
100,0.0004082520802815755,0.00010784467061360677,4.982948303222656e-05
200,0.00020321210225423178,0.00018898646036783853,7.398923238118489e-05
500,0.00044409434000651043,0.0003432432810465495,0.00018445650736490885
