step,particle_id,x,y,z,vx,vy,vz,mass
1,37,2.96696,-4.57704,20.2528,-0.0202114,0.103494,-0.0585449,0.68534
1,38,-29.5203,6.16142,-2.26878,0.0516833,0.0564031,0.0083728,0.41013
1,39,28.4707,-0.378953,-23.7549,0.0386752,0.0890998,-0.028371,0.78424
1,40,-3.80606,-14.0025,-9.65615,0.105556,-0.0426075,-0.0559587,0.57445
1,41,-29.7572,26.1326,6.28291,0.0951766,0.0862254,0.0970624,0.268976
1,42,-16.9541,-18.1055,-29.4973,-0.00434487,0.00779687,-0.0553128,0.786344
1,43,8.83135,7.94498,21.7538,-0.0809099,-0.00273558,-0.079548,0.264311
1,44,-10.3369,25.3301,13.3606,0.0461558,-0.0464122,0.0499107,0.115826
1,45,21.8262,24.7336,0.683965,-0.0374037,0.0409897,-0.0456347,0.526446
1,46,-22.8924,9.92573,-18.1752,0.035787,-0.0333377,-0.00658194,0.384347
1,47,-2.51378,-28.6734,-14.4606,0.0265444,0.0105554,0.0790686,0.898323
1,48,25.0721,-4.88574,4.20359,-0.0242894,-0.0400805,0.039578,0.758587
1,49,12.43,-6.76922,4.30009,-0.0075488,0.0532728,0.0221268,0.191562
1,50,-16.6203,10.5554,13.1669,0.0714596,0.0212897,0.00416472,0.930732
1,51,3.03682,1.87826,-24.9737,0.0906714,-0.0406315,0.07276,0.900699
1,52,3.02672,-3.44225,6.14388,-0.0583038,0.149855,-0.2588,0.817311
1,53,15.6418,3.86703,-22.9661,0.0455847,-0.0577985,0.00112439,0.994037
1,54,29.2257,7.70987,-17.5452,-0.0510608,0.0337604,0.0135431,0.164917
1,55,-11.8892,21.9024,28.0529,-0.0392371,0.0736987,0.0526886,0.514203
1,56,9.62318,-12.8019,20.4541,0.0491803,0.0642342,-0.0987627,0.680958
1,57,-4.01165,7.24902,-0.765989,0.122727,-0.342212,0.121007,0.451876
1,58,-12.33,19.0651,4.69956,0.0469562,0.0514556,-0.0749349,0.687863
1,59,7.02822,-27.1319,2.305,0.0403369,-0.00373879,-0.0548989,0.117018
1,60,29.9457,28.916,19.4134,-0.0436284,0.0216342,0.0579432,0.689514
1,61,-14.1149,-6.58375,-22.1265,0.0136594,0.0302905,-0.0474744,0.376578
1,62,-8.59929,-19.2831,-23.357,-0.0893024,0.048063,-0.0607371,0.959146
1,63,20.3246,1.51685,6.01078,-0.0595652,-0.0804806,0.0325702,0.181868
1,64,6.44574,23.9348,-5.59147,0.00663993,-0.013763,-0.0832036,0.746949
1,65,17.0464,18.1197,2.71397,-0.0306588,0.0128465,-0.101418,0.7647
1,66,1.08091,4.55369,12.9736,0.0677441,0.0511748,-0.173492,0.935644
1,67,6.82433,23.5957,-11.4117,-0.0090565,-0.0790484,-0.0770155,0.535073
1,68,14.3261,-4.35707,21.2195,-0.11144,-0.0321087,-0.113938,0.452808
1,69,24.1026,5.26424,-25.2251,-0.0126609,0.0683733,-0.0649712,0.678946
1,70,11.7322,11.0577,28.5793,0.0667312,0.0800498,-0.0954475,0.160003
1,71,23.9487,-2.18982,-28.4026,-0.0559624,0.075789,0.0287263,0.292132
1,72,-4.85353,-25.0851,-20.0452,-0.0588642,0.0226348,0.0386585,0.422407
1,73,-8.5675,-25.1986,-26.6013,-0.0119794,-0.0713437,0.0624506,0.529335
1,74,3.75195,-14.9056,26.3997,0.0681255,0.0522641,-0.0240044,0.729547
1,75,-25.6422,-16.183,-12.9951,-0.0468585,0.103679,0.0116244,0.981966
1,76,25.7171,-29.3958,-24.0914,-0.0691007,0.0839499,-0.0549452,0.92925
1,77,-10.4941,-2.82262,19.6661,-0.00260047,-0.0880438,-0.0251121,0.312917
1,78,13.078,-21.0753,17.9401,-0.0816501,0.0216744,-0.0365875,0.445981
1,79,-3.98119,-24.1294,-3.64266,-0.0792359,-0.00309638,-0.0143995,0.50311
1,80,-19.029,-21.0878,25.0272,-0.0452173,0.0557934,0.0837398,0.201262
1,81,-16.7205,6.95073,-6.22759,-0.00453002,0.0534764,0.0132271,0.328789
1,82,-11.5581,-28.6144,-13.484,0.00335676,-0.00402963,-0.0461966,0.150668
1,83,21.8006,0.665915,21.5767,-0.0669709,0.0714535,0.0459369,0.834849
1,84,-1.06604,-5.87659,16.7749,0.0765302,0.0503455,-0.104815,0.8279
1,85,-3.2951,-17.595,15.7763,0.0188978,-0.0306609,-0.0342383,0.479248
1,86,-11.3072,9.43019,7.9189,-0.0473876,-0.0234753,-0.030323,0.517519
1,87,-21.9108,6.88127,-22.2976,0.0855504,-0.104076,0.00321376,0.212017
1,88,16.8305,5.84657,-26.5335,-0.0526261,-0.058999,-0.0773798,0.441956
1,89,-25.661,26.4126,-17.5736,-0.00130343,-0.0886277,0.101074,0.890929
1,90,-18.0716,-0.171016,-10.3091,-0.0117717,0.0663041,-0.06491,0.150157
1,91,-29.6768,7.01976,1.59501,0.0456805,0.0822566,0.0165728,0.904082
1,92,-6.60493,-1.20561,1.48785,0.309023,0.140593,-0.0271607,0.475527
1,93,-17.5882,-8.03807,26.9277,0.0486962,0.0360021,-0.00297192,0.79212
1,94,16.6973,-24.4086,24.5384,-0.105791,-0.0600317,-0.0274194,0.571539
1,95,12.7447,-12.9378,21.9125,-0.0608088,0.106374,0.00523536,0.145282
1,96,-24.5827,-24.6008,-5.73276,0.0475883,0.00472946,0.0978386,0.885802
1,97,24.0276,-9.75855,-8.2961,0.0567824,0.0438263,-0.0775582,0.91942
1,98,-14.7972,17.7001,23.1882,0.0518007,-0.0289229,0.0796886,0.225897
1,99,-15.1317,18.3187,-5.47541,0.0788832,-0.118652,0.0373445,0.598982
1,100,-6.86854,-13.9295,-7.71752,-0.0473618,0.0466695,0.0107571,0.626827
2,0,0,0,0,0,0,0,1000
2,1,28.0796,28.0278,-19.9806,-0.0550439,0.0387184,-0.0785776,0.35873
2,2,21.9207,25.8519,21.177,-0.0264945,0.00158963,0.0819608,0.718494
2,3,-5.87467,8.7954,28.335,0.0244506,-0.0386553,-0.000879469,0.453169
2,4,14.2777,-8.95093,-17.9598,-0.0484903,0.0228814,0.030392,0.92685
2,5,27.7372,25.0627,17.0683,-0.000248593,-0.012246,0.0263889,0.363345
2,6,-7.5684,-13.7412,22.6807,0.0992707,0.0033777,-0.00687795,0.851055
2,7,-29.8163,8.36229,-4.63515,0.0404091,-0.00619818,0.054203,0.79131
2,8,19.0574,17.6059,-29.5281,-0.0333492,0.0379916,0.103637,0.859403
2,9,15.5575,2.09645,-11.3371,-0.137316,0.0363783,-0.0205653,0.221286
2,10,13.5221,7.08382,4.16182,-0.0623223,-0.0759403,-0.0676878,0.704446
2,11,11.6224,0.527128,-15.6194,0.035215,-4.55436e-05,0.123849,0.376518
2,12,20.2622,23.8292,-11.5728,-0.0557574,-0.0500006,0.0910556,0.299021
2,13,-12.5703,-2.58331,21.3777,-0.0446728,-0.0896963,-0.114257,0.16012
2,14,24.5008,-29.8429,21.9636,-0.107668,-0.0296721,0.0250344,0.101316
2,15,18.1623,29.9867,-9.06478,-0.108224,0.0571589,-0.0185312,0.801804
2,16,-15.3814,28.0578,-26.8049,0.0402096,-0.110351,-0.0618595,0.59373
2,17,2.28616,20.2973,26.1849,-0.0802655,0.00543857,0.0379893,0.544651
2,18,2.78895,28.3915,-14.7092,0.0819414,0.0392868,0.107751,0.622929
2,19,8.7902,-25.4039,-5.52769,-0.0882023,0.0783893,-0.0333163,0.348738
2,20,-5.02706,-25.5108,-17.5122,0.01414,-0.0393064,0.0790493,0.863758
2,21,17.4743,-9.04551,7.57603,-0.143748,0.0165418,-0.114693,0.324761
2,22,-3.64722,19.8203,-6.31943,0.0869202,-0.0382643,-0.0674457,0.204446
2,23,0.102035,-25.0957,23.6801,-0.0120758,0.0809735,0.0468128,0.451106
2,24,-4.68638,16.4231,2.70471,-0.0137416,-0.177792,0.0211534,0.596492
2,25,25.5914,14.0362,-16.2811,-0.0833644,-0.0437473,0.026226,0.708352
2,26,-9.95702,26.6917,18.0185,-0.0317051,-0.0107991,-0.00266441,0.614489
2,27,22.9668,-6.48726,7.14475,-0.135009,0.0410302,-0.019008,0.413642
2,28,-13.01,16.5133,12.135,0.115695,-0.0961463,-0.116774,0.314017
2,29,-26.0038,-27.1516,28.3871,0.0754596,0.0239161,0.0119931,0.977157
2,30,0.5983,-24.2311,-24.4182,-0.0089689,-0.0306501,-0.0408971,0.893498
2,31,-29.3689,-20.1785,25.8002,-0.0277957,-0.0233311,0.0433681,0.161053
2,32,-5.77618,3.36412,6.3848,0.339542,-0.269819,-0.317774,0.952433
2,33,27.2179,-5.50924,21.1882,0.022252,-0.0455196,-0.0787217,0.366547
2,34,-29.2907,-14.9867,-20.9589,0.00441477,0.0521954,0.0477095,0.942139
2,35,12.463,-3.25463,4.86569,-0.237638,-0.0246734,-0.0819365,0.949608
2,36,28.3029,-25.9712,-12.6117,-0.0815434,-0.0528042,0.00213627,0.517381
2,37,2.96648,-4.57488,20.2512,-0.0270155,0.113293,-0.103329,0.68534
2,38,-29.5191,6.16251,-2.2686,0.0734072,0.0531506,0.0100504,0.41013
2,39,28.4713,-0.377167,-23.7554,0.0267285,0.0894988,-0.0188337,0.78424
2,40,-3.80381,-14.0028,-9.6569,0.119206,0.0103679,-0.0189403,0.57445
2,41,-29.7552,26.1343,6.28483,0.104817,0.0777338,0.0950167,0.268976
2,42,-16.9541,-18.1053,-29.4982,0.00199056,0.0142161,-0.0443873,0.786344
2,43,8.82961,7.94482,21.7519,-0.0927461,-0.0135083,-0.10866,0.264311
2,44,-10.3359,25.329,13.3615,0.0536544,-0.064912,0.0406402,0.115826
2,45,21.8253,24.7343,0.683047,-0.0500417,0.0267108,-0.0461165,0.526446
2,46,-22.8915,9.92499,-18.1752,0.051712,-0.0403203,0.00606247,0.384347
2,47,-2.51323,-28.6731,-14.4589,0.0276209,0.0288414,0.0872306,0.898323
2,48,25.0713,-4.88649,4.20434,-0.0542026,-0.0345325,0.0350541,0.758587
2,49,12.4291,-6.76772,4.30027,-0.0845272,0.0968309,-0.00409336,0.191562
2,50,-16.6186,10.5557,13.1668,0.0971485,0.00529427,-0.0161211,0.930732
2,51,3.0386,1.87743,-24.972,0.0870985,-0.0430666,0.10438,0.900699
2,52,3.02421,-3.43773,6.13598,-0.192902,0.303171,-0.531843,0.817311
2,53,15.6425,3.86584,-22.9658,0.0315271,-0.0612057,0.0219531,0.994037
2,54,29.2246,7.7105,-17.5448,-0.065516,0.0300889,0.0217752,0.164917
2,55,-11.89,21.9037,28.0538,-0.0345451,0.065033,0.0415037,0.514203
2,56,9.62405,-12.8005,20.4519,0.0380451,0.0791854,-0.122339,0.680958
2,57,-4.0078,7.23966,-0.763298,0.262216,-0.594483,0.148108,0.451876
2,58,-12.3288,19.0658,4.69799,0.0671143,0.0201874,-0.0824686,0.687863
2,59,7.02896,-27.1317,2.30388,0.0338557,0.0212316,-0.0571571,0.117018
2,60,29.9447,28.9164,19.4145,-0.0503723,0.0151171,0.0536374,0.689514
2,61,-14.1145,-6.58308,-22.1272,0.0281637,0.0367632,-0.0247395,0.376578
2,62,-8.60101,-19.282,-23.3581,-0.0835026,0.0601716,-0.0453238,0.959146
2,63,20.323,1.5152,6.01131,-0.102578,-0.0840056,0.0198872,0.181868
2,64,6.44579,23.9342,-5.59307,-0.00121421,-0.0434105,-0.0766384,0.746949
2,65,17.0455,18.1198,2.71191,-0.052692,-0.0105679,-0.105031,0.7647
2,66,1.08218,4.55437,12.9692,0.0593657,0.0160475,-0.272857,0.935644
2,67,6.82407,23.5939,-11.4131,-0.0160358,-0.103045,-0.0649767,0.535073
2,68,14.3237,-4.35766,21.2169,-0.128163,-0.0271306,-0.138711,0.452808
2,69,24.1022,5.26558,-25.2263,-0.0241901,0.0656735,-0.0529993,0.678946
2,70,11.7335,11.0593,28.5772,0.0598563,0.0735368,-0.112235,0.160003
2,71,23.9475,-2.18829,-28.4019,-0.0654975,0.0770683,0.0405675,0.292132
2,72,-4.85468,-25.0845,-20.0443,-0.0560572,0.0373652,0.053023,0.422407
2,73,-8.5677,-25.1999,-26.5999,-0.00842013,-0.0611472,0.0733705,0.529335
2,74,3.75329,-14.9044,26.399,0.0654705,0.0630967,-0.0433021,0.729547
2,75,-25.643,-16.1808,-12.9948,-0.0321684,0.112817,0.0188254,0.981966
2,76,25.7156,-29.394,-24.0925,-0.0746801,0.0903533,-0.0496982,0.92925
2,77,-10.4939,-2.82433,19.6652,0.0160748,-0.0830535,-0.0599379,0.312917
2,78,13.0763,-21.0747,17.9393,-0.091064,0.0369675,-0.0491539,0.445981
2,79,-3.98273,-24.1292,-3.6429,-0.0738949,0.0293643,-0.00987571,0.50311
2,80,-19.0298,-21.0866,25.0288,-0.0380159,0.0638319,0.0742913,0.201262
2,81,-16.7201,6.9516,-6.22714,0.0433956,0.0336075,0.0312437,0.328789
2,82,-11.5579,-28.6143,-13.4849,0.0100418,0.0116581,-0.0392817,0.150668
2,83,21.7991,0.667338,21.5774,-0.0825604,0.0707977,0.0305272,0.834849
2,84,-1.06447,-5.87537,16.7722,0.0807235,0.0714495,-0.164374,0.8279
2,85,-3.29467,-17.5954,15.7754,0.0239099,-0.00411642,-0.0574601,0.479248
2,86,-11.3077,9.42932,7.91795,0.00136235,-0.064025,-0.0642668,0.517519
2,87,-21.909,6.87914,-22.2974,0.0991728,-0.108254,0.0174309,0.212017
2,88,16.8293,5.84535,-26.5349,-0.0631364,-0.0632139,-0.0596838,0.441956
2,89,-25.6609,26.4108,-17.5715,0.00656746,-0.0967271,0.106441,0.890929
2,90,-18.0715,-0.169685,-10.3102,0.0286932,0.0667458,-0.0417506,0.150157
2,91,-29.6756,7.02136,1.59532,0.0671039,0.0772347,0.0145443,0.904082
2,92,-6.59468,-1.20205,1.4864,0.71624,0.215231,-0.118407,0.475527
2,93,-17.5872,-8.0373,26.9275,0.0588184,0.0404911,-0.0182443,0.79212
2,94,16.6951,-24.4097,24.5378,-0.112013,-0.0509418,-0.0364939,0.571539
2,95,12.7434,-12.9356,21.9124,-0.0732822,0.117956,-0.0147111,0.145282
2,96,-24.5817,-24.6006,-5.73078,0.0592083,0.0164018,0.100304,0.885802
2,97,24.0285,-9.75758,-8.29757,0.0324645,0.053764,-0.0692328,0.91942
2,98,-14.7961,17.6994,23.1897,0.0606775,-0.0392437,0.0660141,0.225897
2,99,-15.1299,18.3161,-5.47458,0.100095,-0.144375,0.0451986,0.598982
2,100,-6.86921,-13.9281,-7.71702,-0.0201156,0.100177,0.0399056,0.626827
3,0,0,0,0,0,0,0,1000
3,1,28.0785,28.0285,-19.9821,-0.0618264,0.031923,-0.0737695,0.35873
3,2,21.9201,25.8518,21.1786,-0.0333533,-0.00679388,0.0749344,0.718494
3,3,-5.87414,8.79456,28.3347,0.0288211,-0.0451824,-0.0220083,0.453169
3,4,14.2766,-8.95035,-17.959,-0.0677959,0.0352095,0.0547498,0.92685
3,5,27.7371,25.0624,17.0687,-0.00855195,-0.0193167,0.0216422,0.363345
3,6,-7.56634,-13.741,22.6803,0.10685,0.0168582,-0.0289889,0.851055
3,7,-29.8153,8.36211,-4.63402,0.0604653,-0.0123596,0.0582574,0.79131
3,8,19.0566,17.6066,-29.5259,-0.0397693,0.0318001,0.113858,0.859403
3,9,15.5543,2.09712,-11.3372,-0.180506,0.0304545,0.0105781,0.221286
3,10,13.5202,7.08194,4.16025,-0.130934,-0.112075,-0.0887304,0.704446
3,11,11.6228,0.527112,-15.6165,0.0038428,-0.0014983,0.16622,0.376518
3,12,20.261,23.828,-11.5709,-0.067083,-0.063026,0.0975613,0.299021
3,13,-12.571,-2.58507,21.3751,-0.0273738,-0.0865095,-0.142773,0.16012
