N,Direct,BH,FMM
50,0.0005884148801366488,0.00012894595662752786,6.416797017057736e-05
100,0.00012195498372117679,0.00022395700216293335,0.0001663250538210074
200,0.00029098490873972577,0.00020724100371201834,0.00021022604778409004
500,0.007321395445615053,0.0005814740434288979,0.0006284159608185291
