N,Direct,BH,FMM
50,0.00013089894006649652,6.64503313601017e-05,1.5464921792348225e-05
100,0.00030008455117543537,0.00014986268555124602,0.00016189878806471825
200,0.0001959702931344509,0.0008129576841990153,0.000551931094378233
500,0.0003572826584180196,0.0004840887462099393,0.0005256687290966511
