N,Direct,BH,FMM
50,0.00014038601269324621,3.52587861319383e-05,1.7692334949970245e-05
100,5.761797850330671e-05,5.3505723675092064e-05,4.849536344408989e-05
200,0.0003331320670743783,0.00037129238868753117,0.00015254768853386244
500,0.00043220693866411847,0.00042643072083592415,0.0003831973299384117
