N,Direct,BH,FMM
50,0.0003240879935522874,8.635735139250755e-05,0.0003032080518702666
100,9.954394772648811e-05,0.00010221094513932864,0.00010529393330216408
200,0.00020759630327423414,0.00019907671958208084,0.00017831536630789438
500,0.0006468252589305242,0.00021887229134639105,0.00022766009594003359
