step,particle_id,x,y,vx,vy
25,13,3.42325,-25.7641,6.1845,1.00541
25,14,4.73882,-23.2277,6.3475,1.4065
25,15,-3.63925,4.06812,-13.814,-14.403
25,16,26.8639,8.0534,-1.82755,5.68817
25,17,18.8413,21.8123,-4.5611,4.99226
25,18,2.26715,-11.5503,9.17352,1.43996
25,19,-4.88827,28.4801,-5.70337,-1.12921
25,20,-23.2671,-10.9876,2.76745,-5.59903
25,21,-2.66167,28.0792,-6.06369,-0.631152
25,22,-15.5406,21.0333,-4.06659,-3.89869
25,23,-20.958,13.8384,-3.32356,-5.34889
25,24,-26.3942,2.21425,-0.401235,-6.11893
25,25,5.39837,1.86401,-4.23651,12.6409
25,26,16.7652,18.4737,-4.83265,4.17466
25,27,7.40916,19.4907,-6.57605,2.3044
25,28,20.8737,13.3344,-3.53577,5.33349
25,29,-8.88117,-4.4069,4.80127,-8.72478
25,30,10.3927,14.4721,-6.1766,4.40053
25,31,-12.1829,-15.7268,5.77814,-4.2773
25,32,-12.8544,26.1661,-5.69156,-3.4955
25,33,-5.07002,19.8384,-6.77849,-1.83759
25,34,6.37527,-14.5356,7.29432,3.32228
25,35,-7.11485,14.3581,-7.15563,-3.85155
25,36,17.3821,-5.48398,1.99022,7.09626
25,37,-8.54583,-17.5501,6.43779,-2.96167
25,38,-13.2897,2.33094,-1.17681,-8.20648
25,39,12.8256,-16.2736,5.25411,4.32453
25,40,1.37423,7.11331,-11.7079,2.40634
25,41,13.0215,-20.0679,5.29733,3.75726
25,42,2.52372,-12.347,8.35182,2.60174
25,43,15.3702,16.9571,-4.94728,4.53679
25,44,6.97426,13.2432,-7.33481,3.56058
25,45,-10.7113,0.604996,-0.890281,-9.1005
25,46,1.05118,-8.96784,10.3846,0.961645
25,47,-8.36965,-3.50877,3.89742,-10.0151
25,48,-5.17776,10.1155,-8.25441,-4.41694
25,49,26.3949,2.53637,-0.679502,6.14027
25,50,14.6979,-5.32225,2.61808,7.692
25,51,-13.3447,21.1558,-5.92963,-3.48553
25,52,6.93635,-2.8199,6.24692,8.17287
25,53,9.95164,0.869469,-1.06761,9.90723
25,54,-6.72465,-1.54274,2.6024,-11.8002
25,55,-10.3084,-11.7219,6.03545,-4.87677
25,56,10.7587,-6.53108,4.4803,7.65251
25,57,1.4916,17.1217,-7.4998,0.53909
25,58,10.9021,-17.7912,6.00289,3.76366
25,59,12.5152,16.0705,-5.63047,4.24104
25,60,-10.9827,-10.5931,5.89312,-6.19198
25,61,6.24539,11.6368,-7.76119,4.10051
25,62,-11.2727,14.3697,-5.77328,-4.72091
25,63,6.19056,21.5567,-6.36231,1.64505
25,64,8.97609,-12.3007,6.62659,5.08446
25,65,9.56648,-10.8243,6.01346,5.36766
25,66,-18.0798,16.1908,-4.17754,-4.85953
25,67,-6.44128,-12.6935,7.95113,-3.93176
25,68,12.2041,24.8497,-5.4713,2.51384
25,69,-11.3084,1.33465,-0.826386,-9.76547
25,70,19.1931,-20.7871,5.14336,4.02674
25,71,14.2518,-13.0244,4.65631,5.31142
25,72,18.8426,22.3672,-4.59882,2.36827
25,73,-13.7781,3.76801,-1.98721,-8.43785
25,74,5.56251,3.1804,-6.41709,10.4988
25,75,7.8005,24.9449,-5.91587,1.66515
25,76,-2.49449,-10.4989,9.56076,-2.287
25,77,-6.85958,-6.99111,7.56058,-7.01089
25,78,-5.39661,-6.96946,7.989,-6.4775
25,79,12.2344,7.72202,-4.55626,7.04673
25,80,24.9762,-8.63363,1.90813,5.84332
25,81,-15.3473,-23.0725,5.09542,-3.20229
25,82,-21.6498,8.43736,-2.20178,-5.98636
25,83,6.98296,-2.99499,2.85205,12.1648
25,84,-1.17559,6.58253,-12.1555,-2.19203
25,85,4.90683,-3.41622,7.66248,10.4288
25,86,-7.44802,13.0132,-7.0218,-3.90077
25,87,-13.1795,25.5522,-4.64329,-1.96537
25,88,-12.1304,-19.4285,5.71767,-3.31824
25,89,-0.157986,-10.4296,9.93103,0.0816217
25,90,5.77261,-5.61717,7.707,8.18986
25,91,7.55696,17.1388,-6.81209,2.92356
25,92,6.5098,-19.1093,6.68102,2.4144
25,93,-3.64177,4.02117,-5.52729,-1.08324
25,94,1.28175,11.8977,-17.4265,8.85388
25,95,-11.3347,11.2057,-5.50808,-5.59584
25,96,-0.685181,-16.3272,7.79768,-0.157965
25,97,-13.5096,-7.88723,4.22363,-6.9405
25,98,-15.2024,12.2211,-4.36511,-5.60042
25,99,-19.7218,-2.7751,1.11511,-6.99975
26,0,0,0,0,0
26,1,-3.70418,8.08928,-9.59504,-4.59329
26,2,-4.6288,4.10694,-7.13389,-9.92507
26,3,20.4097,7.83243,-2.50485,6.31857
26,4,19.8153,-20.747,3.02738,4.27179
26,5,4.84514,17.3969,-7.07551,1.89853
26,6,3.89841,-6.53421,9.97164,5.88683
26,7,-2.8516,-18.4585,7.31147,-0.862679
26,8,-5.36867,-12.9552,7.25352,-2.73553
26,9,7.40844,8.54015,-0.951687,-0.277812
26,10,-21.1555,10.3164,-2.77598,-5.95649
26,11,14.0375,-2.93021,1.57044,8.04718
26,12,-14.6504,20.7879,-5.1256,-3.46353
26,13,3.54692,-25.7437,6.1817,1.0422
26,14,4.86568,-23.1992,6.33935,1.44577
26,15,-3.91798,3.65144,-13.6796,-21.0178
26,16,26.827,8.16708,-1.85632,5.67936
26,17,18.7498,21.9131,-4.58141,5.1063
26,18,2.4504,-11.5203,9.14973,1.55222
26,19,-5.00225,28.4572,-5.69495,-1.15794
26,20,-23.2114,-11.0994,2.79887,-5.58434
26,21,-2.78298,28.0663,-6.06695,-0.659432
26,22,-15.6213,20.955,-4.00059,-3.93093
26,23,-21.0241,13.7312,-3.29071,-5.36919
26,24,-26.4019,2.09185,-0.368397,-6.12086
26,25,5.30786,2.115,-4.80908,12.4461
26,26,16.6683,18.5569,-4.86,4.1476
26,27,7.27744,19.5363,-6.59655,2.25515
26,28,20.8027,13.4408,-3.56782,5.31472
26,29,-8.78314,-4.58029,5.00154,-8.61199
26,30,10.2688,14.5596,-6.21628,4.34987
26,31,-12.0669,-15.8119,5.81605,-4.23404
26,32,-12.9684,26.0953,-5.71208,-3.58424
26,33,-5.20548,19.8011,-6.76651,-1.88806
26,34,6.52084,-14.4684,7.26191,3.40052
26,35,-7.25765,14.2803,-7.12361,-3.936
26,36,17.4213,-5.34186,1.92312,7.11551
26,37,-8.41685,-17.6088,6.4603,-2.90732
26,38,-13.3121,2.16672,-1.06097,-8.21535
26,39,12.9303,-16.1867,5.21704,4.36093
26,40,1.13929,7.15768,-11.7799,2.02906
26,41,13.1272,-19.9923,5.27311,3.79612
26,42,2.69033,-12.2932,8.30806,2.77552
26,43,15.271,17.0476,-4.97364,4.51221
26,44,6.82711,13.3136,-7.38049,3.47262
26,45,-10.7276,0.423163,-0.736643,-9.08096
26,46,1.25855,-8.94627,10.3491,1.19472
26,47,-8.28953,-3.70835,4.11302,-9.94072
26,48,-5.3421,10.0257,-8.17832,-4.56066
26,49,26.381,2.65916,-0.711656,6.13838
26,50,14.7494,-5.16808,2.53612,7.72492
26,51,-13.4634,21.0858,-5.94078,-3.5204
26,52,7.06085,-2.66628,5.12825,5.01371
26,53,9.92822,1.06741,-1.27416,9.8851
26,54,-6.66854,-1.77785,3.00731,-11.7031
26,55,-10.1872,-11.8186,6.08458,-4.79534
26,56,10.8471,-6.37735,4.36682,7.71905
26,57,1.34158,17.1318,-7.5017,0.466905
26,58,11.022,-17.7155,5.98218,3.80897
26,59,12.4023,16.1549,-5.66414,4.20019
26,60,-10.8641,-10.7166,5.97178,-6.14857
26,61,6.08966,11.7179,-7.81164,4.00474
26,62,-11.3878,14.2747,-5.7334,-4.77389
26,63,6.06323,21.5891,-6.3705,1.59852
26,64,9.10812,-12.1982,6.57658,5.16654
26,65,9.68605,-10.7163,5.94236,5.43155
26,66,-18.1631,16.0933,-4.14808,-4.88535
26,67,-6.28154,-12.7712,8.02336,-3.84441
26,68,12.0945,24.8997,-5.48562,2.48492
26,69,-11.3233,1.13895,-0.654387,-9.80336
26,70,19.2965,-20.7064,5.20218,4.04201
26,71,14.3444,-12.9178,4.60902,5.34711
26,72,18.7504,22.4131,-4.6185,2.20641
26,73,-13.8168,3.59886,-1.88162,-8.47711
26,74,5.4299,3.38775,-6.83921,10.2277
26,75,7.68209,24.9778,-5.92513,1.63005
26,76,-2.30281,-10.5429,9.60587,-2.11725
26,77,-6.70679,-7.12982,7.71733,-6.85759
26,78,-5.23543,-7.09697,8.12605,-6.27206
26,79,12.1424,7.86244,-4.64244,6.99504
26,80,25.014,-8.51666,1.87686,5.85372
26,81,-15.2452,-23.1362,5.11352,-3.17558
26,82,-21.6934,8.31756,-2.1609,-5.99412
26,83,7.03475,-2.743,3.03602,14.4682
26,84,-1.41795,6.53427,-12.0728,-2.63211
26,85,5.05563,-3.20448,7.21193,10.7344
26,86,-7.58799,12.9344,-6.97449,-3.97188
26,87,-13.2718,25.5134,-4.59092,-1.91786
26,88,-12.0158,-19.4944,5.74198,-3.27817
26,89,0.0407291,-10.4261,9.93868,0.271337
26,90,5.9245,-5.45113,7.47926,8.41055
26,91,7.42044,17.1968,-6.83994,2.87009
26,92,6.64326,-19.0604,6.66557,2.46692
26,93,-3.73885,4.16566,-4.67556,6.92741
26,94,0.933078,12.0734,-17.4384,8.71259
26,95,-11.4443,11.0933,-5.44906,-5.64906
26,96,-0.529205,-16.3295,7.79952,-0.0765969
26,97,-13.4243,-8.02564,4.30269,-6.89939
26,98,-15.2892,12.1088,-4.31883,-5.63365
26,99,-19.699,-2.91502,1.17015,-6.99155
27,0,0,0,0,0
27,1,-3.89501,7.99507,-9.48505,-4.82634
27,2,-4.76676,3.90473,-6.66533,-10.2895
27,3,20.3592,7.95865,-2.54719,6.30338
27,4,19.8746,-20.6613,2.89438,4.30109
27,5,4.7035,17.4342,-7.08781,1.83576
27,6,4.09612,-6.41346,9.79552,6.18501
27,7,-2.70526,-18.4751,7.32242,-0.796558
27,8,-5.22355,-13.0089,7.25656,-2.62913
27,9,7.38835,8.53342,-1.05776,-0.395465
27,10,-21.2106,10.1971,-2.73988,-5.9763
27,11,14.0679,-2.76912,1.47055,8.06131
27,12,-14.7528,20.7185,-5.11318,-3.48008
27,13,3.67052,-25.7224,6.17874,1.07897
27,14,4.99239,-23.1699,6.33099,1.48501
27,15,-4.18643,3.22741,-13.1452,-21.3976
27,16,26.7896,8.28058,-1.88505,5.67041
27,17,18.658,22.0165,-4.60175,5.25714
27,18,2.63314,-11.4882,9.12407,1.66099
27,19,-5.11606,28.4337,-5.68637,-1.18664
27,20,-23.1551,-11.211,2.83021,-5.56947
27,21,-2.90435,28.0528,-6.07012,-0.687718
27,22,-15.7006,20.876,-3.93228,-3.96317
27,23,-21.0896,13.6236,-3.25775,-5.38932
27,24,-26.4089,1.96942,-0.335544,-6.12264
27,25,5.206,2.36185,-5.37094,12.2268
27,26,16.5708,18.6396,-4.88721,4.12043
27,27,7.1453,19.5809,-6.61675,2.2058
27,28,20.731,13.5469,-3.59976,5.29576
27,29,-8.68111,-4.75138,5.20111,-8.49381
27,30,10.1441,14.6461,-6.25546,4.29887
27,31,-11.9502,-15.8962,5.85362,-4.1905
27,32,-13.0828,26.0227,-5.73619,-3.68117
27,33,-5.34068,19.7629,-6.75419,-1.93845
27,34,6.66575,-14.3996,7.22863,3.47848
27,35,-7.39979,14.2007,-7.09083,-4.0202
27,36,17.4591,-5.19936,1.85582,7.13428
27,37,-8.28742,-17.6664,6.48242,-2.85277
27,38,-13.3322,2.00233,-0.945139,-8.2229
27,39,13.0343,-16.0991,5.17967,4.39709
27,40,0.903031,7.19447,-11.8393,1.64984
27,41,13.2324,-19.916,5.24869,3.83489
27,42,2.85605,-12.236,8.26188,2.95275
27,43,15.1712,17.1376,-4.99972,4.48749
27,44,6.67904,13.3821,-7.42534,3.38422
27,45,-10.7408,0.241757,-0.58391,-9.0578
27,46,1.46515,-8.92005,10.3081,1.42674
27,47,-8.20513,-3.9064,4.32536,-9.86279
27,48,-5.50489,9.93302,-8.09986,-4.70327
27,49,26.3664,2.78191,-0.743807,6.13634
27,50,14.7993,-5.01326,2.45383,7.75691
27,51,-13.5823,21.015,-5.95263,-3.55545
27,52,7.14148,-2.61935,3.78401,2.83998
27,53,9.90067,1.26487,-1.48037,9.85879
27,54,-6.60436,-2.01087,3.40811,-11.5921
27,55,-10.0651,-11.9137,6.13248,-4.71276
27,56,10.9333,-6.22231,4.25243,7.78411
27,57,1.19153,17.1404,-7.50304,0.394628
27,58,11.1414,-17.6389,5.96115,3.85412
27,59,12.2886,16.2385,-5.69754,4.15913
27,60,-10.7438,-10.8391,6.05038,-6.10498
27,61,5.93293,11.797,-7.86049,3.90854
27,62,-11.502,14.1787,-5.69304,-4.82655
27,63,5.93574,21.6206,-6.37841,1.55183
27,64,9.23915,-12.094,6.52562,5.24806
27,65,9.80418,-10.6071,5.87049,5.49463
27,66,-18.2458,15.9953,-4.11849,-4.91105
27,67,-6.12035,-12.8472,8.09581,-3.75608
27,68,11.9846,24.9491,-5.49983,2.45597
27,69,-11.3346,0.942518,-0.480995,-9.83899
27,70,19.4011,-20.6254,5.27584,4.05622
27,71,14.4361,-12.8105,4.56143,5.38252
27,72,18.6579,22.4555,-4.63796,2.0071
27,73,-13.8533,3.42893,-1.77554,-8.51511
27,74,5.28894,3.58951,-7.25189,9.93844
27,75,7.56349,25.0101,-5.93425,1.5949
27,76,-2.11025,-10.5835,9.64778,-1.94663
27,77,-6.55089,-7.26542,7.87081,-6.70101
27,78,-5.07156,-7.22034,8.25833,-6.06345
27,79,12.0487,8.00182,-4.72812,6.94231
27,80,25.0512,-8.39948,1.84553,5.86397
27,81,-15.1428,-23.1995,5.13156,-3.14878
27,82,-21.7362,8.1976,-2.11997,-6.00165
27,83,7.1044,-2.41626,3.36197,16.102
27,84,-1.6585,6.47724,-11.9741,-3.06855
27,85,5.19531,-2.98684,6.75039,11.0196
27,86,-7.727,12.8543,-6.9264,-4.04249
27,87,-13.3631,25.4755,-4.53382,-1.85995
27,88,-11.9008,-19.5596,5.76607,-3.23794
27,89,0.239562,-10.4188,9.94284,0.460967
27,90,6.07178,-5.28075,7.24543,8.62478
27,91,7.28336,17.2536,-6.86733,2.81647
27,92,6.77642,-19.0106,6.64976,2.51936
27,93,-3.82879,4.29826,-4.31056,6.38844
27,94,0.584212,12.2462,-17.4461,8.57437
27,95,-11.5527,10.9797,-5.38946,-5.7017
27,96,-0.3732,-16.3303,7.80065,0.00481276
27,97,-13.3374,-8.16321,4.3813,-6.85735
27,98,-15.3752,11.9958,-4.27225,-5.66657
27,99,-19.675,-3.05476,1.22518,-6.98293
28,0,0,0,0,0
28,1,-4.08358,7.89623,-9.36927,-5.05684
28,2,-4.89541,3.69536,-6.20387,-10.6389
28,3,20.3078,8.08456,-2.58944,6.28793
28,4,19.9311,-20.5749,2.73573,4.33194
28,5,4.56162,17.4703,-7.09961,1.77286
28,6,4.29023,-6.28681,9.61077,6.47786
28,7,-2.5587,-18.4903,7.33282,-0.730387
28,8,-5.07841,-13.0604,7.25659,-2.52272
28,9,7.36613,8.52433,-1.16399,-0.514068
28,10,-21.265,10.0774,-2.70365,-5.99595
28,11,14.0963,-2.60776,1.3704,8.07433
28,12,-14.8549,20.6487,-5.10168,-3.49624
28,13,3.79407,-25.7005,6.1756,1.11571
28,14,5.11892,-23.1398,6.32241,1.52421
28,15,-4.44379,2.79553,-12.564,-21.7714
28,16,26.7516,8.39389,-1.91374,5.66133
28,17,18.5658,22.1234,-4.62234,5.4706
28,18,2.81536,-11.4539,9.0966,1.76567
28,19,-5.2297,28.4097,-5.67761,-1.21532
28,20,-23.0982,-11.3222,2.86147,-5.55445
28,21,-3.02579,28.0388,-6.0732,-0.716019
28,22,-15.7786,20.7964,-3.86137,-3.99539
28,23,-21.1544,13.5157,-3.22466,-5.40927
28,24,-26.4153,1.84695,-0.302687,-6.12426
28,25,5.09302,2.60407,-5.92087,11.984
28,26,16.4728,18.7218,-4.9143,4.09314
28,27,7.01277,19.6245,-6.63666,2.15634
28,28,20.6587,13.6527,-3.6316,5.27664
28,29,-8.5751,-4.92005,5.4,-8.37008
28,30,10.0186,14.7315,-6.29412,4.24752
28,31,-11.8328,-15.9795,5.89088,-4.14669
28,32,-13.1978,25.948,-5.76503,-3.78905
28,33,-5.47564,19.7236,-6.74151,-1.98876
28,34,6.80998,-14.3293,7.19449,3.55614
28,35,-7.54128,14.1195,-7.05725,-4.10413
28,36,17.4955,-5.05649,1.78833,7.15257
28,37,-8.15755,-17.7229,6.50417,-2.79799
28,38,-13.3499,1.8378,-0.829321,-8.22911
28,39,13.1375,-16.0108,5.142,4.43299
28,40,0.665715,7.22367,-11.886,1.26914
28,41,13.3372,-19.8389,5.22407,3.87357
28,42,3.02081,-12.1751,8.21322,3.13397
28,43,15.071,17.2271,-5.02553,4.46262
28,44,6.53009,13.4489,-7.46934,3.29534
28,45,-10.7509,0.0608512,-0.43225,-9.03097
28,46,1.67087,-8.8892,10.2616,1.6574
28,47,-8.11651,-4.10286,4.53415,-9.78158
28,48,-5.6661,9.83754,-8.01906,-4.84474
28,49,26.3512,2.90461,-0.775952,6.13414
28,50,14.8476,-4.8578,2.3712,7.78796
28,51,-13.7015,20.9436,-5.96523,-3.59069
28,52,7.21221,-2.55268,3.36111,3.47834
28,53,9.869,1.46176,-1.68617,9.82832
28,54,-6.53221,-2.24153,3.80429,-11.4673
28,55,-9.94193,-12.0071,6.17907,-4.62901
28,56,11.0172,-6.06599,4.13719,7.8476
28,57,1.04146,17.1475,-7.50391,0.322221
28,58,11.2604,-17.5613,5.93982,3.89911
28,59,12.1744,16.3213,-5.73065,4.11785
28,60,-10.6221,-10.9608,6.12898,-6.06125
28,61,5.77524,11.8742,-7.90773,3.81188
28,62,-11.6155,14.0817,-5.65221,-4.87891
28,63,5.80809,21.6512,-6.38608,1.505
28,64,9.36915,-11.9882,6.47373,5.329
28,65,9.92087,-10.4965,5.79785,5.55687
28,66,-18.3278,15.8969,-4.08878,-4.93662
28,67,-5.9577,-12.9215,8.16855,-3.66676
28,68,11.8745,24.998,-5.51392,2.42696
28,69,-11.3425,0.745393,-0.306147,-9.87242
28,70,19.5075,-20.5441,5.37114,4.06898
28,71,14.5269,-12.7025,4.51355,5.41764
28,72,18.5649,22.4934,-4.65699,1.74418
28,73,-13.8878,3.25825,-1.66894,-8.55185
28,74,5.13982,3.78529,-7.65446,9.63123
28,75,7.44472,25.0416,-5.94325,1.55971
28,76,-1.91689,-10.6208,9.68645,-1.77522
28,77,-6.39196,-7.39786,8.02092,-6.54116
28,78,-4.9051,-7.33951,8.38576,-5.85178
28,79,11.9532,8.14013,-4.81327,6.88854
28,80,25.0878,-8.2821,1.81415,5.87409
28,81,-15.04,-23.2622,5.14953,-3.12188
28,82,-21.7782,8.07749,-2.07898,-6.00895
28,83,7.16923,-2.09892,3.07019,15.8547
28,84,-1.89692,6.41153,-11.8596,-3.50081
28,85,5.32565,-2.7637,6.27879,11.2841
28,86,-7.86504,12.7727,-6.87753,-4.11259
28,87,-13.4532,25.439,-4.47054,-1.78819
28,88,-11.7852,-19.624,5.78994,-3.19753
28,89,0.438443,-10.4077,9.94348,0.650377
28,90,6.21432,-5.10614,7.00566,8.83235
28,91,7.14574,17.3094,-6.89425,2.7627
28,92,6.90925,-18.9597,6.63361,2.5717
28,93,-3.91127,4.4212,-3.94039,5.92328
28,94,0.235233,12.4163,-17.4498,8.43939
28,95,-11.6599,10.8652,-5.32926,-5.75376
28,96,-0.217179,-16.3293,7.80106,0.0862369
28,97,-13.249,-8.29993,4.45954,-6.81445
28,98,-15.4601,11.8821,-4.22537,-5.69919
28,99,-19.65,-3.19433,1.28017,-6.97392
29,0,0,0,0,0
29,1,-4.26978,7.7928,-9.24767,-5.28479
29,2,-5.01491,3.47917,-5.74517,-10.9704
29,3,20.2556,8.21016,-2.6316,6.27221
29,4,19.9841,-20.488,2.53679,4.36512
29,5,4.41952,17.5052,-7.11089,1.70981
29,6,4.48055,-6.15435,9.41738,6.76496
29,7,-2.41195,-18.5043,7.34269,-0.664147
29,8,-4.93329,-13.1098,7.25339,-2.41639
29,9,7.34179,8.51285,-1.27046,-0.633642
29,10,-21.3188,9.95728,-2.66731,-6.01544
29,11,14.1227,-2.44615,1.27001,8.08622
29,12,-14.9568,20.5787,-5.09125,-3.51203
29,13,3.91755,-25.6778,6.17228,1.15242
29,14,5.24529,-23.1089,6.31361,1.56338
29,15,-4.68899,2.35655,-11.9372,-22.101
29,16,26.7131,8.50703,-1.94238,5.65213
29,17,18.4731,22.2354,-4.64392,5.8112
29,18,2.99701,-11.4176,9.06737,1.86558
29,19,-5.34317,28.3851,-5.66869,-1.24399
29,20,-23.0407,-11.4332,2.89266,-5.53926
29,21,-3.14728,28.0242,-6.07619,-0.744333
29,22,-15.8551,20.7162,-3.78753,-4.02763
29,23,-21.2186,13.4073,-3.19146,-5.42904
29,24,-26.421,1.72445,-0.269831,-6.12574
29,25,4.96917,2.84121,-6.45768,11.7184
29,26,16.3743,18.8033,-4.94126,4.06573
29,27,6.87984,19.6671,-6.65626,2.10677
29,28,20.5857,13.758,-3.66334,5.25734
29,29,-8.46511,-5.08618,5.59826,-8.24058
29,30,9.89232,14.816,-6.33225,4.19582
29,31,-11.7146,-16.062,5.92788,-4.10264
29,32,-13.3134,25.8711,-5.80031,-3.91211
29,33,-5.61034,19.6833,-6.72852,-2.03895
29,34,6.95353,-14.2574,7.1595,3.63349
29,35,-7.68208,14.0365,-7.0229,-4.18775
29,36,17.5306,-4.91326,1.72065,7.17037
29,37,-8.02725,-17.7783,6.52556,-2.74297
29,38,-13.3654,1.67316,-0.713515,-8.23399
29,39,13.2399,-15.9218,5.10405,4.46864
29,40,0.427592,7.24524,-11.9201,0.887389
29,41,13.4414,-19.7611,5.19926,3.91217
29,42,3.18457,-12.1106,8.162,3.31991
29,43,14.9702,17.3161,-5.05106,4.43763
29,44,6.38027,13.514,-7.51249,3.20598
29,45,-10.758,-0.119481,-0.281825,-9.00043
29,46,1.87561,-8.85376,10.2096,1.8867
29,47,-8.02376,-4.29766,4.73912,-9.69741
29,48,-5.82566,9.73923,-7.93592,-4.98504
29,49,26.3354,3.02727,-0.80809,6.13179
29,50,14.8942,-4.70174,2.28828,7.81802
29,51,-13.8209,20.8714,-5.97866,-3.62616
29,52,7.27592,-2.48022,3.01642,3.71365
29,53,9.83322,1.65801,-1.89152,9.79372
29,54,-6.45219,-2.46956,4.19536,-11.3289
29,55,-9.81789,-12.0989,6.22425,-4.54404
29,56,11.0988,-5.90841,4.02107,7.90957
29,57,0.891376,17.1533,-7.50427,0.249699
29,58,11.379,-17.4829,5.91818,3.94393
29,59,12.0594,16.4032,-5.76345,4.07637
29,60,-10.4987,-11.0815,6.20761,-6.01745
29,61,5.61662,11.9495,-7.95339,3.71472
29,62,-11.7281,13.9836,-5.61092,-4.93094
29,63,5.6803,21.6808,-6.39348,1.45805
29,64,9.4981,-11.8809,6.42092,5.40939
29,65,10.0361,-10.3848,5.72448,5.61827
29,66,-18.4093,15.7979,-4.05891,-4.96205
29,67,-5.7936,-12.9939,8.24173,-3.57643
29,68,11.7641,25.0462,-5.52788,2.3979
29,69,-11.3469,0.547621,-0.129745,-9.90372
29,70,19.616,-20.4626,5.50052,4.07964
29,71,14.6167,-12.5938,4.46537,5.45248
29,72,18.4716,22.5253,-4.67486,1.3522
29,73,-13.9201,3.08685,-1.56184,-8.58732
29,74,4.98276,3.97475,-8.04622,9.306
29,75,7.32576,25.0725,-5.95211,1.52449
29,76,-1.72279,-10.6546,9.72188,-1.60308
29,77,-6.23005,-7.52706,8.16759,-6.37807
29,78,-4.73613,-7.45442,8.50825,-5.63713
29,79,11.8561,8.27736,-4.89786,6.83373
29,80,25.1238,-8.16452,1.7827,5.88407
29,81,-14.9368,-23.3244,5.16739,-3.09492
29,82,-21.8194,7.95724,-2.03796,-6.01601
29,83,7.22721,-1.78207,2.72037,15.8572
29,84,-2.13289,6.33721,-11.7299,-3.92841
29,85,5.44646,-2.53548,5.79798,11.527
29,86,-8.0021,12.6898,-6.82788,-4.18216
29,87,-13.5419,25.404,-4.39894,-1.69729
29,88,-11.6692,-19.6875,5.81359,-3.15694
29,89,0.637301,-10.3928,9.94061,0.839513
29,90,6.352,-4.92745,6.76013,9.03318
29,91,7.00759,17.3641,-6.92071,2.70878
29,92,7.04176,-18.9077,6.6171,2.62396
29,93,-3.98641,4.53519,-3.57878,5.48974
29,94,-0.11378,12.5838,-17.4497,8.30778
29,95,-11.7659,10.7496,-5.26849,-5.80524
29,96,-0.0611576,-16.3268,7.80071,0.167669
29,97,-13.1591,-8.43579,4.53747,-6.77081
29,98,-15.5442,11.7678,-4.17818,-5.73147
29,99,-19.6238,-3.33372,1.33513,-6.9645
30,0,0,0,0,0
30,1,-4.45349,7.68484,-9.12024,-5.51007
30,2,-5.12522,3.25655,-5.28133,-11.2825
30,3,20.2026,8.33545,-2.67366,6.25623
30,4,20.0326,-20.4003,2.26653,4.40211
30,5,4.27719,17.5387,-7.12165,1.64666
30,6,4.66693,-6.01621,9.21553,7.04605
30,7,-2.265,-18.5169,7.35203,-0.597822
30,8,-4.78827,-13.1571,7.24675,-2.31025
30,9,7.31532,8.49898,-1.37721,-0.754264
30,10,-21.3717,9.83678,-2.63085,-6.03477
30,11,14.1471,-2.28431,1.16941,8.097
30,12,-15.0585,20.5083,-5.08214,-3.52743
30,13,4.04096,-25.6544,6.16879,1.18911
30,14,5.37147,-23.0772,6.30458,1.60252
30,15,-4.92127,1.91149,-11.2799,-22.3751
30,16,26.6739,8.61998,-1.97097,5.64279
30,17,18.38,22.3559,-4.67064,6.5294
30,18,3.17805,-11.3793,9.03644,1.9599
30,19,-5.45645,28.36,-5.65963,-1.27264
30,20,-22.9825,-11.5438,2.92376,-5.52392
30,21,-3.26883,28.009,-6.07913,-0.772653
30,22,-15.9301,20.6353,-3.71037,-4.05986
30,23,-21.2821,13.2985,-3.15815,-5.44863
30,24,-26.4261,1.60192,-0.236968,-6.12706
30,25,4.83472,3.07281,-6.98027,11.4312
30,26,16.2752,18.8844,-4.96809,4.03821
30,27,6.74652,19.7088,-6.67557,2.05711
30,28,20.5122,13.863,-3.69499,5.23788
30,29,-8.35117,-5.24967,5.796,-8.10507
30,30,9.7653,14.8994,-6.36988,4.14381
30,31,-11.5957,-16.1437,5.96456,-4.05836
30,32,-13.4298,25.7916,-5.84484,-4.05745
30,33,-5.74478,19.6421,-6.71521,-2.08904
30,34,7.09636,-14.1839,7.12366,3.71054
30,35,-7.8222,13.9519,-6.98778,-4.27107
30,36,17.5643,-4.76968,1.65279,7.18767
30,37,-7.89653,-17.8327,6.54658,-2.68777
30,38,-13.3785,1.50844,-0.597739,-8.23753
30,39,13.3416,-15.8321,5.06582,4.50403
30,40,0.188912,7.25916,-11.9416,0.505004
30,41,13.5451,-19.6824,5.17426,3.95067
30,42,3.34729,-12.0423,8.1081,3.51153
30,43,14.8689,17.4046,-5.07632,4.4125
30,44,6.22959,13.5772,-7.5548,3.1162
30,45,-10.7622,-0.299166,-0.132796,-8.9661
30,46,2.07926,-8.81374,10.1524,2.11468
30,47,-7.92695,-4.49075,4.93993,-9.61065
30,48,-5.98353,9.63814,-7.85044,-5.1241
30,49,26.3189,3.14988,-0.840217,6.12927
30,50,14.9391,-4.54508,2.20507,7.84712
30,51,-13.9406,20.7985,-5.99302,-3.6619
30,52,7.33287,-2.40413,2.6798,3.87495
30,53,9.79334,1.85351,-2.09636,9.75494
30,54,-6.3644,-2.69469,4.58077,-11.177
30,55,-9.69296,-12.1889,6.26796,-4.45781
30,56,11.1781,-5.74961,3.90406,7.97007
