step,particle_id,x,y,vx,vy
0,75,10.6933,23.896,-5.64136,2.52447
0,76,-6.82464,-8.36379,7.45724,-6.08492
0,77,-9.50451,-2.72421,2.77096,-9.6676
0,78,-8.3036,-2.67283,3.28065,-10.1919
0,79,13.9482,3.93351,-2.25464,7.99494
0,80,23.8301,-11.4827,2.669,5.53897
0,81,-17.7762,-21.3086,4.60962,-3.84547
0,82,-20.2966,11.3696,-3.20417,-5.71996
0,83,3.43543,-7.14591,10.1215,4.86596
0,84,4.52489,4.95909,-9.01584,8.22646
0,85,-0.794291,-5.84674,12.8999,-1.75248
0,86,-3.68818,14.4988,-7.92339,-2.01554
0,87,-10.6285,26.6283,-5.48501,-2.1893
0,88,-14.8253,-17.529,5.03923,-4.26199
0,89,-4.88619,-9.29933,8.63705,-4.5382
0,90,0.882969,-8.05812,11.0407,1.20978
0,91,10.7654,15.354,-5.97928,4.19235
0,92,3.09273,-19.9834,6.94953,1.07554
0,93,2.24409,5.23683,-12.1774,5.21826
0,94,8.14986,7.34162,-6.39057,7.09411
0,95,-8.24588,13.6417,-6.7784,-4.09727
0,96,-4.53081,-15.7444,7.50796,-2.16059
0,97,-15.1084,-4.20647,2.14177,-7.69259
0,98,-12.7474,14.7966,-5.4212,-4.67042
0,99,-19.934,0.754221,-0.267695,-7.07516
1,0,0,0,0,0
1,1,1.45617,8.83119,-10.4287,1.7115
1,2,0.796388,6.33412,-12.4025,1.55441
1,3,21.3934,4.59315,-1.4224,6.61019
1,4,17.8486,-22.7225,4.59593,3.64019
1,5,8.27872,16.0657,-6.60874,3.40437
1,6,-1.65707,-7.42171,11.1946,-2.49717
1,7,-6.40973,-17.6188,6.8678,-2.48652
1,8,-8.85863,-10.9391,6.53369,-5.28597
1,9,8.36238,7.37638,-6.51911,7.18758
1,10,-19.549,13.1618,-3.63528,-5.40741
1,11,12.6468,-6.80548,3.95001,7.34324
1,12,-11.9896,22.3993,-5.52932,-2.95632
1,13,0.44726,-26.0334,6.19844,0.11437
1,14,1.65612,-23.6755,6.47522,0.457275
1,15,2.79627,4.33078,-11.6996,7.57626
1,16,27.5737,5.27864,-1.12685,5.8609
1,17,20.9091,19.6382,-4.04671,4.32956
1,18,-2.16784,-11.5049,9.08656,-1.71683
1,19,-2.10964,28.8557,-5.86029,-0.434038
1,20,-24.4113,-8.22327,1.99355,-5.90351
1,21,0.225719,28.2197,-5.95793,0.044726
1,22,-13.2747,22.7182,-5.29396,-3.11838
1,23,-19.1795,16.2806,-4.07442,-4.81056
1,24,-26.0132,5.13254,-1.1843,-6.02538
1,25,4.02767,-4.0246,9.36744,9.36969
1,26,18.9211,16.32,-4.13791,4.78735
1,27,10.4335,18.1072,-5.99822,3.44727
1,28,22.3817,10.6748,-2.7387,5.73137
1,29,-9.99966,0.192345,-0.182014,-9.99484
1,30,13.1053,12.0858,-5.08198,5.5068
1,31,-14.724,-13.4388,4.78228,-5.229
1,32,-10.1795,27.4744,-5.49275,-2.06067
1,33,-1.76482,20.4261,-6.95888,-0.605682
1,34,2.72882,-15.6663,7.81486,1.36666
1,35,-3.53333,15.7073,-7.6929,-1.74521
1,36,16.0511,-8.75647,3.53294,6.49414
1,37,-11.4882,-15.8272,5.78756,-4.19438
1,38,-12.065,6.15954,-3.89542,-7.63876
1,39,10.1042,-18.128,6.05607,3.38087
1,40,6.00276,4.01981,-6.55796,9.78464
1,41,10.3487,-21.6427,5.82029,2.79507
1,42,-1.63071,-12.6817,8.76251,-1.10509
1,43,17.5799,14.6451,-4.23471,5.0828
1,44,10.1919,11.0508,-5.99972,5.52044
1,45,-9.39587,4.92066,-4.52494,-8.57707
1,46,-3.86084,-8.08238,9.53081,-4.56671
1,47,-8.90311,1.50391,-1.75656,-10.3828
1,48,-0.897901,11.3668,-9.3339,-0.742149
1,49,26.5358,-0.414301,0.0920573,6.13916
1,50,12.9877,-8.77966,4.46842,6.62644
1,51,-10.5441,22.6332,-5.75631,-2.67637
1,52,2.79938,-6.51969,10.9335,4.66324
1,53,9.28335,-3.81523,3.78743,9.23155
1,54,-5.61202,3.97804,-6.97516,-9.83769
1,55,-12.8731,-8.96029,4.56602,-6.54129
1,56,8.00596,-9.75317,6.87595,5.64948
1,57,5.05266,16.4533,-7.28263,2.23325
1,58,7.9164,-19.3288,6.40743,2.62895
1,59,15.0111,13.8111,-4.74505,5.15022
1,60,-13.3475,-7.39093,3.9319,-7.09447
1,61,9.5911,9.13296,-6.00174,6.28802
1,62,-8.29489,16.3153,-6.58794,-3.35704
1,63,9.18441,20.5059,-6.08692,2.72002
1,64,5.55332,-14.2419,7.54073,2.95364
1,65,6.3096,-12.9973,7.4755,3.62632
1,66,-15.9114,18.3685,-4.84462,-4.20316
1,67,-9.82522,-10.3447,6.08894,-5.77119
1,68,14.7416,23.4797,-5.08997,3.18827
1,69,-9.97953,5.68672,-4.60606,-8.13003
1,70,16.8441,-22.6122,4.79469,3.55865
1,71,11.7587,-15.3545,5.70166,4.37181
1,72,20.9332,20.7466,-4.10552,4.10196
1,73,-12.2416,7.53103,-4.36115,-7.12331
1,74,5.96322,-2.51621,4.82595,11.4469
1,75,10.5803,23.9461,-5.65394,2.49081
1,76,-6.67431,-8.4842,7.57495,-5.95453
1,77,-9.44691,-2.91697,2.98803,-9.60667
1,78,-8.23574,-2.87587,3.50388,-10.1082
1,79,13.9021,4.09316,-2.35155,7.97014
1,80,23.8832,-11.3718,2.63937,5.55279
1,81,-17.6838,-21.3853,4.63024,-3.82063
1,82,-20.3603,11.2551,-3.16488,-5.73317
1,83,3.63621,-7.04557,9.95183,5.16665
1,84,4.34147,5.12027,-9.32,7.88669
1,85,-0.535507,-5.87621,12.9661,-1.19292
1,86,-3.84641,14.4577,-7.89847,-2.09319
1,87,-10.7379,26.5845,-5.45655,-2.19048
1,88,-14.7242,-17.6138,5.06894,-4.22628
1,89,-4.71253,-9.38835,8.72718,-4.36327
1,90,1.10347,-8.03081,11.0047,1.52063
1,91,10.6454,15.4373,-6.01721,4.14454
1,92,3.23166,-19.9614,6.9431,1.12973
1,93,1.99825,5.33543,-12.3932,4.63613
1,94,8.02369,7.48149,-6.22442,6.89273
1,95,-8.38103,13.5591,-6.73573,-4.16275
1,96,-4.38044,-15.7868,7.52833,-2.08227
1,97,-15.0647,-4.36013,2.228,-7.67273
1,98,-12.8555,14.7028,-5.38287,-4.71113
1,99,-19.9388,0.612697,-0.21229,-7.07702
2,0,0,0,0,0
2,1,1.2472,8.86287,-10.466,1.45652
2,2,0.547886,6.36027,-12.4377,1.05961
2,3,21.3645,4.72527,-1.46653,6.60177
2,4,17.9401,-22.6494,4.5505,3.66516
2,5,8.1463,16.1332,-6.63313,3.34689
2,6,-1.4324,-7.46826,11.2679,-2.15693
2,7,-6.27213,-17.6679,6.8916,-2.4227
2,8,-8.72749,-11.0439,6.57996,-5.18914
2,9,8.22821,7.51991,-6.9074,7.1655
2,10,-19.6214,13.0534,-3.60261,-5.43137
2,11,12.7249,-6.6582,3.86022,7.38383
2,12,-12.1,22.3399,-5.51276,-2.97914
2,13,0.571244,-26.0308,6.19987,0.151763
2,14,1.7856,-23.6659,6.47252,0.49702
2,15,2.55819,4.47619,-12.0915,6.95424
2,16,27.5509,5.3958,-1.15645,5.85519
2,17,20.828,19.7249,-4.06902,4.3389
2,18,-1.9858,-11.5378,9.11664,-1.57897
2,19,-2.2268,28.8467,-5.85537,-0.463217
2,20,-24.3711,-8.34123,2.02657,-5.89267
2,21,0.106504,28.2203,-5.96347,0.0167007
2,22,-13.3801,22.6555,-5.25034,-3.15145
2,23,-19.2607,16.1842,-4.04464,-4.83496
2,24,-26.0365,5.01198,-1.1519,-6.03109
2,25,4.21066,-3.83289,8.92138,9.79133
2,26,18.8381,16.4156,-4.16822,4.76326
2,27,10.3133,18.1757,-6.02552,3.40125
2,28,22.3266,10.7892,-2.77295,5.7168
2,29,-10.0012,-0.00756363,0.0283764,-9.99383
2,30,13.0031,12.1955,-5.13258,5.465
2,31,-14.6279,-13.5431,4.82703,-5.19261
2,32,-10.2895,27.4327,-5.49906,-2.11342
2,33,-1.90396,20.4135,-6.95548,-0.657575
2,34,2.88501,-15.6381,7.80331,1.4504
2,35,-3.68706,15.6714,-7.67944,-1.83592
2,36,16.1212,-8.62629,3.47152,6.52455
2,37,-11.3722,-15.9106,5.81873,-4.14583
2,38,-12.1418,6.00641,-3.7868,-7.67446
2,39,10.225,-18.0599,6.02614,3.42262
2,40,5.8683,4.21346,-6.88422,9.57462
2,41,10.4649,-21.5863,5.80075,2.83628
2,42,-1.4554,-12.7024,8.76818,-0.960545
2,43,17.4949,14.7465,-4.26722,5.06172
2,44,10.0712,11.1605,-6.06335,5.44604
2,45,-9.48499,4.74854,-4.38628,-8.63356
2,46,-3.66919,-8.17159,9.63191,-4.35269
2,47,-8.93586,1.29578,-1.5178,-10.4272
2,48,-1.08444,11.3504,-9.31849,-0.900142
2,49,26.5374,-0.291498,0.0598897,6.14099
2,50,13.0763,-8.64658,4.39623,6.68119
2,51,-10.6593,22.5793,-5.76251,-2.70947
2,52,3.01674,-6.42299,10.7967,5.00387
2,53,9.35719,-3.62985,3.59612,9.30432
2,54,-5.74811,3.77883,-6.62875,-10.0773
2,55,-12.7811,-9.09053,4.63671,-6.48215
2,56,8.14263,-9.63919,6.79051,5.74712
2,57,4.90685,16.4973,-7.29831,2.16427
2,58,8.04442,-19.2757,6.39423,2.67781
2,59,14.9158,13.9137,-4.78463,5.11512
2,60,-13.268,-7.53252,4.01715,-7.06437
2,61,9.47014,9.25789,-6.09324,6.20422
2,62,-8.42637,16.2475,-6.5596,-3.41723
2,63,9.06252,20.5599,-6.10139,2.67681
2,64,5.70388,-14.1819,7.51421,3.04842
2,65,6.45861,-12.924,7.42457,3.70541
2,66,-16.008,18.2842,-4.81838,-4.23183
2,67,-9.70257,-10.4594,6.17478,-5.70486
2,68,14.6397,23.5432,-5.10728,3.16097
2,69,-10.0702,5.52314,-4.46049,-8.2269
2,70,16.94,-22.5408,4.79857,3.57985
2,71,11.8723,-15.2667,5.66168,4.41394
2,72,20.8509,20.8281,-4.12694,4.05017
2,73,-12.3279,7.38787,-4.26879,-7.1922
2,74,6.05527,-2.28547,4.37628,11.6185
2,75,10.4671,23.9956,-5.66639,2.45708
2,76,-6.52164,-8.60197,7.69004,-5.82202
2,77,-9.38499,-3.10848,3.20348,-9.54188
2,78,-8.16344,-3.07716,3.72535,-10.0183
2,79,13.8541,4.25231,-2.44811,7.94419
2,80,23.9357,-11.2606,2.60968,5.56646
2,81,-17.591,-21.4615,4.65076,-3.79571
2,82,-20.4232,11.1403,-3.12552,-5.74617
2,83,3.83351,-6.93924,9.77315,5.46351
2,84,4.15209,5.27456,-9.61122,7.53683
2,85,-0.275645,-5.89446,13.0077,-0.630889
2,86,-4.00412,14.4151,-7.87257,-2.17078
2,87,-10.8468,26.5407,-5.42809,-2.19166
2,88,-14.6226,-17.698,5.09844,-4.19039
2,89,-4.5371,-9.47386,8.8143,-4.18709
2,90,1.32316,-7.99729,10.9601,1.83049
2,91,10.5247,15.5198,-6.05493,4.0965
2,92,3.37045,-19.9382,6.9363,1.18389
2,93,1.74837,5.42228,-12.5816,4.04384
2,94,7.90089,7.61733,-6.04245,6.68874
2,95,-8.51531,13.4752,-6.69235,-4.22782
2,96,-4.22967,-15.8277,7.54792,-2.00372
2,97,-15.0193,-4.51338,2.31419,-7.65219
2,98,-12.9628,14.6082,-5.34422,-4.75156
2,99,-19.9425,0.471141,-0.156887,-7.07846
3,0,0,0,0,0
3,1,1.03753,8.88945,-10.4975,1.20052
3,2,0.298879,6.3765,-12.4529,0.562973
3,3,21.3348,4.85722,-1.5106,6.59307
3,4,18.0306,-22.5759,4.50468,3.69006
3,5,8.01339,16.1995,-6.65706,3.28914
3,6,-1.20636,-7.50799,11.3311,-1.81488
3,7,-6.13407,-17.7157,6.9149,-2.35877
3,8,-8.59544,-11.1467,6.62511,-5.09185
3,9,8.08609,7.663,-7.3282,7.14744
3,10,-19.6931,12.9445,-3.56979,-5.45517
3,11,12.8012,-6.51013,3.76989,7.42344
3,12,-12.2101,22.2801,-5.49612,-3.00181
3,13,0.695254,-26.0274,6.20113,0.189133
3,14,1.91502,-23.6556,6.46959,0.536758
3,15,2.31261,4.60895,-12.4499,6.31245
3,16,27.5274,5.51284,-1.18601,5.84935
3,17,20.7464,19.8117,-4.09127,4.34847
3,18,-1.80318,-11.568,9.14441,-1.44107
3,19,-2.34386,28.8372,-5.85033,-0.492384
3,20,-24.3302,-8.45897,2.05953,-5.88168
3,21,-0.0128204,28.2204,-5.96891,-0.0113431
3,22,-13.4847,22.5921,-5.20635,-3.18445
3,23,-19.3413,16.0872,-4.01473,-4.85919
3,24,-26.0593,4.8913,-1.11947,-6.03664
3,25,4.38453,-3.63295,8.45635,10.1924
3,26,18.7544,16.5106,-4.19842,4.73905
3,27,10.1925,18.2433,-6.05254,3.35507
3,28,22.2708,10.9034,-2.8071,5.70206
3,29,-9.99852,-0.207408,0.238947,-9.98847
3,30,12.9,12.3044,-5.18277,5.42281
3,31,-14.531,-13.6465,4.87151,-5.15592
3,32,-10.3995,27.3899,-5.5052,-2.16612
3,33,-2.04304,20.3998,-6.9517,-0.709444
3,34,3.04096,-15.6083,7.79084,1.53401
3,35,-3.84051,15.6338,-7.66517,-1.92635
3,36,16.19,-8.49549,3.40983,6.55452
3,37,-11.2555,-15.9931,5.84956,-4.09701
3,38,-12.2165,5.85256,-3.67796,-7.70938
3,39,10.3452,-17.9911,5.9959,3.46416
3,40,5.72739,4.4028,-7.20277,9.35396
3,41,10.5807,-21.5292,5.78102,2.87738
3,42,-1.27998,-12.7201,8.77194,-0.815384
3,43,17.4092,14.8475,-4.29953,5.04049
3,44,9.94935,11.2687,-6.12636,5.37091
3,45,-9.57132,4.57532,-4.24562,-8.68737
3,46,-3.47557,-8.25649,9.72747,-4.13624
3,47,-8.96382,1.08682,-1.27821,-10.4663
3,48,-1.27064,11.3308,-9.30045,-1.05798
3,49,26.5382,-0.168661,0.0277327,6.14267
3,50,13.1635,-8.51242,4.32358,6.73507
3,51,-10.7746,22.5248,-5.76866,-2.74261
3,52,3.23125,-6.31954,10.6493,5.3375
3,53,9.42719,-3.44305,3.40329,9.37338
3,54,-5.87717,3.57495,-6.27422,-10.3045
3,55,-12.6876,-9.21958,4.70669,-6.42217
3,56,8.27758,-9.52328,6.70361,5.84354
3,57,4.76073,16.5399,-7.31341,2.0951
3,58,8.17217,-19.2217,6.38068,2.72654
3,59,14.8197,14.0157,-4.82403,5.07977
3,60,-13.1868,-7.6735,4.10211,-7.0335
3,61,9.34737,9.38113,-6.18367,6.11946
3,62,-8.55728,16.1786,-6.53076,-3.47712
3,63,8.94035,20.613,-6.1156,2.63346
3,64,5.85389,-14.12,7.48662,3.14267
3,65,6.60659,-12.8491,7.37272,3.78405
3,66,-16.1041,18.1992,-4.792,-4.26039
3,67,-9.57822,-10.5729,6.25975,-5.63755
3,68,14.5374,23.6061,-5.12447,3.13359
3,69,-10.158,5.35764,-4.314,-8.32123
3,70,17.036,-22.469,4.80259,3.60099
3,71,11.9851,-15.178,5.62139,4.45582
3,72,20.7681,20.9086,-4.14827,3.99796
3,73,-12.4123,7.24334,-4.17595,-7.25979
3,74,6.13827,-2.05147,3.9201,11.7727
3,75,10.3537,24.0444,-5.6787,2.42329
3,76,-6.36671,-8.71708,7.80253,-5.6874
3,77,-9.31878,-3.29865,3.41724,-9.47324
3,78,-8.08673,-3.2766,3.9449,-9.92224
3,79,13.8042,4.41093,-2.54428,7.9171
3,80,23.9876,-11.1492,2.57993,5.57999
3,81,-17.4978,-21.5371,4.67119,-3.77071
3,82,-20.4853,11.0252,-3.0861,-5.75897
3,83,4.02714,-6.82703,9.58548,5.75647
3,84,3.95702,5.42174,-9.88912,7.17727
3,85,-0.0152001,-5.90145,13.0245,-0.0675368
3,86,-4.16131,14.3709,-7.84567,-2.24829
3,87,-10.955,26.4968,-5.3996,-2.19276
3,88,-14.5203,-17.7815,5.12772,-4.15434
3,89,-4.35996,-9.55584,8.89842,-4.00974
3,90,1.54187,-7.95759,10.9067,2.13918
3,91,10.4032,15.6012,-6.09226,4.04817
3,92,3.50911,-19.914,6.92915,1.23804
3,93,1.49499,5.49719,-12.7421,3.44259
3,94,7.78199,7.74904,-5.81916,6.47588
3,95,-8.64872,13.39,-6.64825,-4.29248
3,96,-4.07852,-15.8669,7.56683,-1.92501
3,97,-14.9721,-4.66621,2.40018,-7.63077
3,98,-13.0693,14.5127,-5.30523,-4.7917
3,99,-19.9451,0.329559,-0.101489,-7.0795
4,0,0,0,0,0
4,1,0.827295,8.9109,-10.5232,0.943756
4,2,0.0497708,6.38279,-12.4478,0.0652017
4,3,21.3041,4.98899,-1.55461,6.58409
4,4,18.1203,-22.5018,4.45842,3.71491
4,5,7.88002,16.2647,-6.68051,3.23112
4,6,-0.979155,-7.54086,11.3841,-1.47134
4,7,-5.99554,-17.7622,6.93771,-2.29474
4,8,-8.46249,-11.2475,6.6691,-4.99411
4,9,7.93508,7.80581,-7.82252,7.14235
4,10,-19.7642,12.8352,-3.53683,-5.4788
4,11,12.8757,-6.36127,3.679,7.46206
4,12,-12.3199,22.2198,-5.47942,-3.02433
4,13,0.819289,-26.0232,6.20222,0.226482
4,14,2.04439,-23.6444,6.46643,0.576484
4,15,2.0602,4.72869,-12.774,5.65299
4,16,27.5034,5.62977,-1.21553,5.84338
4,17,20.6643,19.8988,-4.11347,4.35836
4,18,-1.62002,-11.5955,9.16982,-1.30317
4,19,-2.46081,28.827,-5.84514,-0.521538
4,20,-24.2887,-8.5765,2.09243,-5.87052
4,21,-0.132252,28.2199,-5.97424,-0.0394058
4,22,-13.5884,22.5281,-5.16197,-3.21739
4,23,-19.4213,15.9898,-3.98468,-4.88326
4,24,-26.0813,4.77051,-1.08702,-6.04203
4,25,4.54891,-3.4252,7.97338,10.572
4,26,18.6701,16.6051,-4.2285,4.71471
4,27,10.0712,18.3099,-6.07928,3.30874
4,28,22.2143,11.0173,-2.84118,5.68714
4,29,-9.99164,-0.407102,0.44964,-9.97872
4,30,12.7958,12.4124,-5.23257,5.38024
4,31,-14.4331,-13.7493,4.91573,-5.11893
4,32,-10.5097,27.3461,-5.5112,-2.21883
4,33,-2.18203,20.3851,-6.94756,-0.761276
4,34,3.19664,-15.5768,7.77745,1.61746
4,35,-3.99367,15.5944,-7.65013,-2.01648
4,36,16.2576,-8.3641,3.34786,6.58405
4,37,-11.1382,-16.0745,5.88004,-4.04793
4,38,-12.289,5.69803,-3.56853,-7.74337
4,39,10.4649,-17.9214,5.96537,3.5055
4,40,5.58019,4.58762,-7.51328,9.12293
4,41,10.6962,-21.4713,5.76111,2.91839
4,42,-1.10452,-12.735,8.77377,-0.669599
4,43,17.3229,14.9481,-4.33163,5.01911
4,44,9.82619,11.3753,-6.18877,5.29503
4,45,-9.65482,4.40105,-4.10308,-8.73846
4,46,-3.28009,-8.33703,9.81746,-3.91751
4,47,-8.98698,0.877127,-1.03792,-10.5002
4,48,-1.45646,11.308,-9.2798,-1.21563
4,49,26.5385,-0.0457915,-0.00441358,6.1442
4,50,13.2493,-8.37718,4.25045,6.78808
4,51,-10.8901,22.4696,-5.77477,-2.77579
4,52,3.44271,-6.20949,10.4918,5.66349
4,53,9.49332,-3.25492,3.20902,9.43869
4,54,-5.99907,3.36665,-5.91194,-10.519
4,55,-12.5928,-9.34742,4.77592,-6.36135
4,56,8.41077,-9.40545,6.61538,5.93884
4,57,4.61432,16.5811,-7.32792,2.02577
4,58,8.29965,-19.1667,6.36684,2.77514
4,59,14.7228,14.1169,-4.86324,5.04419
4,60,-13.1039,-7.81386,4.18674,-7.00187
4,61,9.2228,9.50267,-6.27308,6.03376
4,62,-8.6876,16.1084,-6.50144,-3.53673
4,63,8.8179,20.6652,-6.12955,2.58996
4,64,6.00334,-14.0562,7.45798,3.23636
4,65,6.75352,-12.7727,7.31996,3.86223
4,66,-16.1997,18.1138,-4.76548,-4.28884
4,67,-9.45218,-10.6849,6.34386,-5.56927
4,68,14.4347,23.6685,-5.14153,3.10614
4,69,-10.2428,5.19029,-4.16656,-8.41302
4,70,17.1321,-22.3967,4.80676,3.62207
4,71,12.0972,-15.0884,5.58079,4.49746
4,72,20.685,20.988,-4.16951,3.94526
4,73,-12.4949,7.09747,-4.08252,-7.32614
4,74,6.21208,-1.81457,3.45807,11.9091
4,75,10.24,24.0925,-5.69086,2.38945
4,76,-6.20954,-8.82947,7.91242,-5.55071
4,77,-9.2483,-3.48741,3.62922,-9.40077
4,78,-8.00564,-3.47405,4.16235,-9.82007
4,79,13.7524,4.569,-2.64008,7.88891
4,80,24.0389,-11.0374,2.55013,5.59337
4,81,-17.4042,-21.6123,4.69151,-3.74563
4,82,-20.5466,10.9099,-3.0466,-5.77156
4,83,4.21693,-6.70899,9.38885,6.04546
4,84,3.75653,5.56165,-10.1534,6.80843
4,85,0.245333,-5.89716,13.0164,0.495945
4,86,-4.31795,14.3251,-7.81783,-2.32567
4,87,-11.0627,26.453,-5.37102,-2.1937
4,88,-14.4174,-17.8642,5.1568,-4.11811
4,89,-4.18117,-9.63425,8.97951,-3.83126
4,90,1.75943,-7.91173,10.8447,2.44648
4,91,10.281,15.6817,-6.12921,3.99954
4,92,3.64762,-19.8887,6.92162,1.29213
4,93,1.23868,5.55998,-12.8743,2.83357
4,94,7.66812,7.87637,-5.50811,6.24404
4,95,-8.78124,13.3035,-6.60346,-4.35671
4,96,-3.927,-15.9047,7.58504,-1.84612
4,97,-14.9233,-4.81861,2.48597,-7.60848
4,98,-13.175,14.4165,-5.26591,-4.83155
4,99,-19.9466,0.187961,-0.0460821,-7.08013
5,0,0,0,0,0
5,1,0.616602,8.9272,-10.5431,0.686368
5,2,-0.199032,6.37911,-12.4224,-0.433019
5,3,21.2726,5.12058,-1.59855,6.57485
5,4,18.209,-22.4273,4.41167,3.7397
5,5,7.74617,16.3288,-6.70348,3.17284
5,6,-0.750994,-7.56684,11.4269,-1.12656
5,7,-5.85656,-17.8075,6.96,-2.2306
5,8,-8.32867,-11.3464,6.71191,-4.89593
5,9,7.77319,7.9487,-8.50037,7.1712
5,10,-19.8346,12.7253,-3.50371,-5.50226
5,11,12.9484,-6.21164,3.58757,7.49969
5,12,-12.4293,22.1591,-5.46266,-3.04668
5,13,0.943343,-26.0183,6.20315,0.263806
5,14,2.17368,-23.6325,6.46304,0.616191
5,15,1.80165,4.83507,-13.0629,4.97806
5,16,27.4788,5.74658,-1.24502,5.83728
5,17,20.5818,19.9861,-4.13561,4.36865
5,18,-1.43638,-11.6202,9.1929,-1.16536
5,19,-2.57766,28.8163,-5.83981,-0.550678
5,20,-24.2466,-8.69379,2.12526,-5.8592
5,21,-0.25179,28.2188,-5.97947,-0.0674817
5,22,-13.6912,22.4634,-5.11717,-3.25026
5,23,-19.5007,15.8919,-3.9545,-4.90715
5,24,-26.1027,4.64962,-1.05455,-6.04726
5,25,4.70347,-3.21007,7.47352,10.9292
5,26,18.5853,16.6992,-4.25852,4.69022
5,27,9.94931,18.3756,-6.10574,3.26227
5,28,22.1571,11.1309,-2.87515,5.67204
5,29,-9.98054,-0.606557,0.660401,-9.96458
5,30,12.6907,12.5196,-5.28197,5.33728
5,31,-14.3343,-13.8513,4.95967,-5.08164
5,32,-10.6199,27.3011,-5.5171,-2.27161
5,33,-2.32094,20.3693,-6.94306,-0.813063
5,34,3.35205,-15.5436,7.76318,1.70076
5,35,-4.14652,15.5532,-7.63432,-2.10636
5,36,16.3239,-8.23213,3.2856,6.61311
5,37,-11.0203,-16.155,5.91017,-3.99858
5,38,-12.3592,5.54283,-3.45816,-7.77626
5,39,10.5839,-17.8508,5.93454,3.54664
5,40,5.42686,4.76772,-7.81544,8.88176
5,41,10.8112,-21.4125,5.74101,2.95929
5,42,-0.929034,-12.7469,8.77367,-0.523183
