step,total_energy,num_particles
201,-1742.70464760,99
202,-1742.61698828,99
203,-1742.53097165,99
204,-1741.23804661,99
205,-1737.98933513,99
206,-1739.31059802,99
207,-1739.43335748,99
208,-1739.46043319,99
209,-1739.46826780,99
210,-1739.47003982,99
211,-1739.46891296,99
212,-1739.46602277,99
213,-1739.45859299,99
214,-1739.43624200,99
215,-1739.36124724,99
216,-1739.81713853,99
217,-1738.31817133,99
218,-1738.56295658,99
219,-1738.60936553,99
220,-1738.62213068,99
221,-1738.62711852,99
222,-1738.62897346,99
223,-1738.63076950,99
224,-1738.63409659,99
225,-1738.63849221,99
226,-1738.64404001,99
227,-1738.65123438,99
228,-1738.66038492,99
229,-1738.67078879,99
230,-1738.68265798,99
231,-1738.69783555,99
232,-1738.71734430,99
233,-1738.73975396,99
234,-1738.76144635,99
235,-1738.78203017,99
236,-1738.80187213,99
237,-1738.81913317,99
238,-1738.83149389,99
239,-1738.83579313,99
240,-1738.83047239,99
241,-1738.81431610,99
242,-1738.78682194,99
243,-1738.74852870,99
244,-1738.70010570,99
245,-1738.64059381,99
246,-1738.56775546,99
247,-1738.47416811,99
248,-1738.33174987,99
249,-1738.24916699,99
250,-1737.66720774,99
251,-1737.88013747,99
252,-1738.39120513,99
253,-1739.87668706,99
254,-1742.65533706,99
255,-1744.48139747,99
256,-1742.70574258,99
257,-1739.90016818,99
258,-1738.38014629,99
259,-1737.87622259,99
260,-1737.77918663,99
261,-1737.77295760,99
262,-1737.58519282,99
263,-1732.52542751,99
264,-1709.59860585,99
265,-1710.87363310,99
266,-1710.48044821,99
267,-1715.20816240,99
268,-1708.54257907,99
269,-1709.29174502,99
270,-1709.40871565,99
271,-1709.43729584,99
272,-1709.44157701,99
273,-1709.43520537,99
274,-1709.42004224,99
275,-1709.39643996,99
276,-1709.36459592,99
277,-1709.32491824,99
278,-1709.27346312,99
279,-1709.17920110,99
280,-1709.03406964,99
281,-1708.83776150,99
282,-1708.56064954,99
283,-1708.19059345,99
284,-1707.85997240,99
285,-1708.42480919,99
286,-1663.85934496,98
287,-1663.86128931,98
288,-1663.86219705,98
289,-1663.86245627,98
290,-1663.86253109,98
291,-1663.86247951,98
292,-1663.86262658,98
293,-1663.86298619,98
294,-1663.86345218,98
295,-1663.86411438,98
296,-1663.86402018,98
297,-1663.86236224,98
298,-1663.85785066,98
299,-1663.84697928,98
300,-1663.83290598,98
301,-1663.96141028,98
302,-1663.94510836,98
303,-1663.82909668,98
304,-1663.84417455,98
305,-1663.85574197,98
306,-1663.86082631,98
307,-1663.86283507,98
308,-1663.86352370,98
309,-1663.86367098,98
310,-1663.86366652,98
311,-1663.86333189,98
312,-1663.86341974,98
313,-1663.86474757,98
314,-1663.86616280,98
315,-1663.86736457,98
316,-1663.86861277,98
317,-1663.86967534,98
318,-1663.87117180,98
319,-1663.87318401,98
320,-1663.87491085,98
321,-1663.87636068,98
322,-1663.87768734,98
323,-1663.87881570,98
324,-1663.87932269,98
325,-1663.87866574,98
326,-1663.87755774,98
327,-1663.87675832,98
328,-1663.87594952,98
329,-1663.87541095,98
330,-1663.87633412,98
331,-1663.87892175,98
332,-1663.88320123,98
333,-1663.88766427,98
334,-1663.88927853,98
335,-1663.88757207,98
336,-1663.88477247,98
337,-1663.88391148,98
338,-1663.88511420,98
339,-1663.88686400,98
340,-1663.88843132,98
341,-1663.88925256,98
342,-1663.88940307,98
343,-1663.88939560,98
344,-1663.88961925,98
345,-1663.89005811,98
346,-1663.89113650,98
347,-1663.89220308,98
348,-1663.89279604,98
349,-1663.89339853,98
350,-1663.89382040,98
351,-1663.89416427,98
352,-1663.89460012,98
353,-1663.89537755,98
354,-1663.89569925,98
355,-1663.89558130,98
356,-1663.89555255,98
357,-1663.89518890,98
358,-1663.89472948,98
359,-1663.89447820,98
360,-1663.89430987,98
361,-1663.89397758,98
362,-1663.89359425,98
363,-1663.89317172,98
364,-1663.89317390,98
365,-1663.89380356,98
366,-1663.89427627,98
367,-1663.89446002,98
368,-1663.89460709,98
369,-1663.89470012,98
370,-1663.89483543,98
371,-1663.89488719,98
372,-1663.89445088,98
373,-1663.89373206,98
374,-1663.89312471,98
375,-1663.89254879,98
376,-1663.89183799,98
377,-1663.89094678,98
378,-1663.88964674,98
379,-1663.88798286,98
380,-1663.88660767,98
381,-1663.88515568,98
382,-1663.88329753,98
383,-1663.88165198,98
384,-1663.87994641,98
385,-1663.87732144,98
386,-1663.87359865,98
387,-1663.86972417,98
388,-1663.87680938,98
389,-1663.92929217,98
390,-1663.93195300,98
391,-1663.87556356,98
392,-1663.86561931,98
393,-1663.86876154,98
394,-1663.87181937,98
395,-1663.87298808,98
396,-1663.87292602,98
397,-1663.87223698,98
398,-1663.87209682,98
399,-1663.87272622,98
400,-1663.87364747,98
401,-1663.87433825,98
402,-1663.87473656,98
403,-1663.87494845,98
404,-1663.87401053,98
405,-1663.87155736,98
406,-1663.86778714,98
407,-1663.86355757,98
408,-1663.86004452,98
409,-1663.85708416,98
410,-1663.85351149,98
411,-1663.84640786,98
412,-1663.82778410,98
413,-1663.77095737,98
414,-1663.65171770,98
415,-1663.41784409,98
416,-1663.58946791,98
417,-1663.63423754,98
418,-1663.64532307,98
419,-1663.64955531,98
420,-1663.65323344,98
421,-1663.65906142,98
422,-1663.66821084,98
423,-1663.68168885,98
424,-1663.70166778,98
425,-1663.73117331,98
426,-1663.77268788,98
427,-1663.82748658,98
428,-1663.89828998,98
429,-1663.98399815,98
430,-1664.07842884,98
431,-1664.17068882,98
432,-1664.24422517,98
433,-1664.28408242,98
434,-1664.28087928,98
435,-1664.23441605,98
436,-1664.15410196,98
437,-1664.05572377,98
438,-1663.95169251,98
439,-1663.83914134,98
440,-1663.64681926,98
441,-1661.81681531,98
442,-1654.15219101,98
443,-1627.10558106,98
444,-1627.88579453,98
445,-1627.95101123,98
446,-1627.96423249,98
447,-1627.96847091,98
448,-1627.97037322,98
449,-1627.97164994,98
450,-1627.97296209,98
451,-1627.97444231,98
452,-1627.97623000,98
453,-1627.97828925,98
454,-1627.98078125,98
455,-1627.98375891,98
456,-1627.98635612,98
457,-1627.98877581,98
458,-1627.99095299,98
459,-1627.99172852,98
460,-1627.99257259,98
461,-1627.99352861,98
462,-1627.99357075,98
463,-1627.99338110,98
464,-1627.99292892,98
465,-1627.99202348,98
466,-1627.99069241,98
467,-1627.98946135,98
468,-1627.98809869,98
469,-1627.98633353,98
470,-1627.98421322,98
471,-1627.98208657,98
472,-1627.98038714,98
473,-1627.97822225,98
474,-1627.97506298,98
475,-1627.97104333,98
476,-1627.96391527,98
477,-1627.94947800,98
478,-1627.92234756,98
479,-1628.00973495,98
480,-1628.10560994,98
481,-1627.94018547,98
482,-1627.96125820,98
483,-1627.97011811,98
484,-1627.96890576,98
485,-1627.96238663,98
486,-1627.96778193,98
487,-1628.07028230,98
488,-1628.16895731,98
489,-1628.00739737,98
490,-1627.96363130,98
491,-1627.96986496,98
492,-1627.97810851,98
493,-1627.98346494,98
494,-1627.98648637,98
495,-1627.98733133,98
496,-1627.98661103,98
497,-1627.98595713,98
498,-1627.98546810,98
499,-1627.98446879,98
