N,DIRECT,BH,FMM
100,0.005129337310791016,0.00045013427734375,0.009073257446289062
300,0.005735635757446289,0.00098419189453125,0.01920461654663086
500,0.01065826416015625,0.001588582992553711,0.0369110107421875
750,0.011386871337890625,0.0029053688049316406,0.047540903091430664
1000,0.012273550033569336,0.003096342086791992,0.057714223861694336
3000,0.0927579402923584,0.004172563552856445,0.001962423324584961
5000,0.23130512237548828,0.007989168167114258,0.00451970100402832
