N,Direct,BH,FMM
50,0.00030022036905090016,7.744692265987396e-05,5.0805353869994484e-05
100,7.710962866743405e-05,0.00043723468358318013,0.00015711303179462752
200,0.00022830860689282417,0.0002717411456008752,0.00025117164477705956
500,0.006420818002273639,0.0006228286462525526,0.00043925860275824863
